,"Taxation statistics 2012–13 Individuals: Selected items, by state/territory and postcode, 2012–13 income year",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139
1793,VIC,3289,485,185,480,17917058,355,3043929.2,280,233247.18,0,7363.17,305,3016667.53,15,41488,320,11709966,75,155310,0,62512,0,9778,35,164464,25,206426,0,72658,0,61365,325,984859,95,43400,165,743745,165,318743,485,19021299,100,198426,30,61532,220,64724,20,34879,170,158197,15,2316,10,3434,20,17388,150,114007,185,60274,355,1071526,0,13404.4,30,525695,25,181032,135,605837,145,2339499,40,349471.63,0,2595,10,114037,0,27796,40,83005,45,196225,35,1175777,40,31011,40,8023,35,6884.61,55,686125,30,262313,15,27671,50,298699,30,194150,20,-96708,55,97442,40,9477,0,42643,25,323162,20,30227,0,338,15,11001.7,270,88171.6,65,29027.87,0,43208.3,26,2259453,35,1990375,55,4249828,55,3853282,26,-139363,35,498088,55,358725
1794,VIC,3292,115,55,115,3977649,75,645768,55,46151.77,0,981.25,60,601514.37,0,3079.5,55,2338113,10,23779,0,40283,0,7355,10,43609,10,85859,0,14192,0,91913,80,188206,25,7677,40,135156,40,57593,115,4204938,10,34699,0,712,30,6586,0,3882,35,35161,0,1987,0,48,0,270,20,8938,50,12297,75,226967,0,8150.1,0,24045,0,86520,0,-16999,35,671052,0,23474.66,0,48973,0,0,0,4395,0,0,0,8235,10,128328,10,17033,0,732,0,2673.59,15,100681,0,28709,0,0,15,50585,10,44019,0,-22635,15,21384,15,3783,0,5861,10,101431,0,16472,0,1173,0,1220,55,18106.77,15,7387.94,0,37892,3,71104,7,658118,10,729222,10,430812,4,-1089,7,282459,10,281370
1795,VIC,3293,205,100,205,7291227,155,1269333.25,125,97097.13,0,3012.93,135,1220716,0,12849.86,135,5254922,25,35381,0,43637,0,3420,15,96090,15,116864,0,5763,0,35362,145,238129,45,17917,70,234405,70,100415,205,7841645,55,123099,15,17428,95,25854,0,11227,85,99761,0,343,0,365,0,16082,60,11533,75,24508,140,482890,0,499.03,10,233795,10,123935,60,161574,55,257344,15,16374.95,0,0,0,100,0,5314,15,235229,20,493312,25,198959,10,4155,10,2156,10,269,20,183155,15,57758,0,180,20,78407,10,79666,10,-32856,20,46810,15,37489,0,0,10,149645,0,3045,0,1173,0,410,125,39664.58,35,15464.47,0,641,10,2266415,17,437778,25,2704193,25,2169431,12,227847,17,302116,25,529963
1796,VIC,3294,610,300,600,19279478,410,3540863.11,315,246268.32,0,8365.06,340,3541391.45,15,40934.31,375,13711830,50,247943,0,99945,10,64323,45,299821,35,319429,0,28869,0,145013,415,1027585,130,45230,230,897136,230,383432,605,20532612,95,287274,30,61300,260,60632,20,33033,195,206687,20,5739,10,18656,25,55911,175,106395,195,67797,420,1210863,0,7886.01,15,225158,40,349685,160,28489,195,2142587,55,207585.61,0,15073,0,4096,10,9895,45,492366,70,1975959,75,697023,60,145167,55,35900,50,21695.41,80,1010715,60,578657,25,38272,80,395622,40,196022,45,-197858,80,-1836,35,16881,10,8811,15,283909,15,23286,0,1813,10,5804.39,300,99916.52,55,23590.54,10,8416,32,2922700,45,5505359,70,8428059,70,8584370,33,-1049649,45,885093,70,-164556
1797,VIC,3300,6080,2385,6040,252464514,4660,43454650,3960,3269189.94,75,90418.9,4160,43974944,120,366846.24,4570,190775577,1020,1795111,85,632315,65,849445,515,2768356,520,4908444,90,997592,75,1440760,3815,8656772,945,566857,1940,12062971,1930,5163681,6065,268668744,1350,2782130,495,800415,3440,882677,250,641123,2620,2636136,125,29702,140,193665,235,455057,2350,3737802,2875,861656,4920,15359098,105,208919.46,520,8548801,555,4208476,305,-2037769,1265,26494810,480,1757253.47,30,485942,35,514069,75,419331,350,2152141,560,9292359,650,8870328,480,379143,460,201161,415,23437.13,740,9536060,530,4121884,180,282611,745,4310134,360,2782482,400,-1961051,760,821431,330,326945,95,255468,125,1932774,230,401212,40,31797.05,210,118396.42,3460,1144044,630,269343,100,332401.57,94,6258255,391,29637344,475,35705505,465,28788123,100,-571395,402,7311967,490,6642097
1798,VIC,3301,745,360,735,24137276,520,3896602.64,415,315827,0,7283.89,455,3782243.31,10,33780,490,17567206,100,195913,10,120969,0,75851,40,281013,35,273723,15,233370,0,3859,535,1315670,190,106946,295,1454805,295,623505,740,25988055,125,225253,35,50061,330,82688,20,32891,250,185435,10,1229,10,855,20,339057,235,164964,265,92809,525,1726627,10,28101.03,50,838315,55,405277,235,-1108438,220,3544967,65,280040,0,7336,10,77417,10,84212,55,370678,90,2525230,95,1352283,70,332665,70,46690,60,75918,90,1074984,60,455682,25,26642,90,492020,50,345060,45,-244420,95,100640,55,70281,10,22526,35,488845,35,62388,0,3921.16,25,15681.85,410,138464,85,38891.4,10,18388.53,51,5687899,45,1585436,90,7273335,85,7116954,51,-234815,46,291395,90,56580
1799,VIC,3302,260,90,260,8856854,185,1520965.02,145,116591.81,0,2603,160,1479190.53,0,9001.17,170,6043203,40,72468,0,0,0,33757,15,79899,10,66467,0,11174,0,0,160,434248,55,22212,95,285792,95,121307,260,9411078,40,118517,15,4938,105,27354,0,3809,100,84522,0,212,0,502,0,7439,55,29992,80,37971,175,553173,0,1540,15,257440,15,116890,75,-523436,80,1070816,25,132997,0,21159,0,69950,0,1127,20,586301,25,796014,25,151540,20,59417,20,26370,20,2473,35,683021,20,493984,0,6049,30,200229,15,138480,15,-155721,35,-17241,10,16055,0,433,10,220623,15,17294,0,257,10,3298.4,145,46284.36,30,12924.51,0,25464.49,9,1041246,21,770786,30,1812032,30,1353592,9,118640,23,335324,30,453964
1800,VIC,3303,185,55,185,5709644,130,1031181.7,105,79922.3,0,1530.3,110,1039744.58,0,3497.06,125,4669209,25,40404,0,8142,0,35773,10,83332,10,128403,0,9585,0,0,115,269768,35,32855,50,90765,50,38878,185,6014546,45,76412,10,13127,90,22644,10,18359,70,71459,0,22,0,16471,0,150,40,13038,70,14234,135,280381,0,917,0,75550,15,99392,60,-71459,60,556443,15,117608.53,0,12462,0,52778,0,13143,0,74964,10,150936,15,286224,0,27544,0,27544,0,16.28,15,153777,0,63325,0,8819,15,88954,10,59396,0,-66717,15,-7321,0,742,0,500,0,29682,0,4643,0,338,0,700,95,33512.79,20,7996.92,0,3083.14,16,3363538,10,557868,25,3921406,25,4268858,16,-566740,10,207445,25,-359295
1801,VIC,3304,1445,505,1430,53952263,1065,9362474,885,725765.58,25,33246.1,930,9322498,20,49372.74,995,42929887,260,695414,15,139026,25,181664,110,636346,100,1026117,25,242983,10,147319,825,1881054,255,159861,385,1277136,385,547333,1435,56761370,295,586272,80,146723,750,175243,45,53246,625,478607,20,7010,10,9172,25,45104,350,71981,575,185360,1075,2694310,20,30510.46,85,1260539,120,824784,305,1186948,320,2986500,100,141404,0,46553,25,492099,30,125302,50,321890,80,1958213,115,1585689,90,86891,85,31862,80,1765.99,135,1672985,95,863220,30,43859,130,700177,65,426249,75,-360520,140,65729,90,150054,30,8480,50,827098,70,95813,10,8449,35,14521.08,765,250665.21,165,75535.87,35,197729.37,85,7001343,107,4820476,180,11821819,180,11002352,90,-1270298,112,1399195,190,128897
1802,VIC,3305,7025,2805,6985,335753838,5530,63609496,4795,4466739,180,239114.64,4980,64494505,120,376784.3,5735,286998087,1585,2730904,130,1033358,165,1485530,705,3773372,480,4608198,105,1332366,50,696458,3955,7131282,830,478543,1575,5356384,1575,2294197,7000,349897171,1875,3455852,535,678910,4210,979638,315,567303,3935,3631382,105,23177,95,149108,140,451107,2685,637920,3360,953016,5885,13590227,100,297707.69,465,7725945,995,6681001,270,1595921,1050,16697257,420,1626381.03,20,203978,50,935231,85,750631,265,1712806,415,6643472,675,8245383,520,614519,505,337124,475,129661.27,855,10559075,655,5796464,320,606934,860,5023492,360,2404088,505,-3271903,865,-867815,230,138011,145,247923,100,1546659,255,500298,70,44806.36,265,151257,3455,1135189.01,595,253917.16,235,854008.38,99,6051536,454,68734481,535,74786017,540,67121246,120,-345049,470,7179257,565,6834208
1803,VIC,3309,55,25,55,1653513,40,223467.58,30,18838.23,0,0,30,198704.66,0,0,25,1009998,0,21290,0,5693,0,0,10,37249,0,74018,0,0,0,0,30,92359,10,5842,20,96897,20,41518,55,1771917,10,21891,0,32266,20,5401,0,759,15,16885,0,96,0,0,0,1200,20,3120,10,2292,40,90280,0,0,0,58850,0,12152,20,164986,25,131957,10,1784.3,0,30592,0,0,0,0,0,6058,0,17575,0,56527,0,212,0,212,0,14.97,0,3000,0,0,0,0,0,0,0,3000,0,0,0,3000,0,0,0,0,0,1616,0,4754,0,0,0,8890,30,10033.07,0,1076.5,0,0,3,313887,2,759675,0,1073562,0,1023327,3,5727,2,44508,0,50235
1804,VIC,3310,155,50,155,4669311,105,600815.84,80,51327.88,0,0,85,588554.96,0,0,100,3362003,35,63558,0,7755,0,13048,20,149612,15,188025,0,3562,0,1437,100,187203,40,44952,50,140440,50,60176,155,4970161,35,94470,15,46264,75,18696,0,3427,50,43022,0,0,0,567,0,1865,45,14505,60,16543,115,260504,0,534,15,234415,0,14712,35,212836,35,340990,10,16899,0,0,0,36818,0,8470,0,16873,10,38739,15,78457,15,26984,10,2275,10,121.38,10,92193,0,33339,0,4127,10,37881,10,22703,0,-5857,10,16846,10,4420,0,12761,0,16874,10,4271,0,0,0,4290.21,80,28257.05,15,6298.59,0,183.04,12,1590475,12,1090457,20,2680932,20,2620885,12,-144080,12,176288,20,32208
1805,VIC,3311,1020,270,1015,34434039,720,5170875,580,429783.56,0,6830.01,615,5142096.33,10,18145,695,26339787,220,513186,15,55590,0,12036,80,444252,110,1077137,15,50457,15,225246,650,1500299,240,75462,345,955071,345,408547,1015,36399480,200,448793,65,190681,525,145704,30,81822,380,326004,0,524,25,6396,20,34890,310,53711,360,105313,780,1826786,10,12087.93,70,1151620,75,429605,170,820852,225,1934221,70,163837,0,20579,10,121042,15,164163,35,112032,65,668819,85,1023422,65,80110,65,31392,60,2474.02,85,768413,65,456606,15,17425,80,385208,35,145186,50,-236012,85,-90826,60,52001,15,67856,25,338699,95,91964,0,1505,25,32472.89,550,185526.05,130,56688.83,10,18961.59,53,3296009,70,7282038,110,10578047,105,9516627,55,26235,71,965477,115,991712
1806,VIC,3312,515,200,510,14563928,355,2174507.5,265,184002.71,0,0,295,2066205.66,0,21855.09,300,10165224,85,279821,0,8254,0,13724,35,177043,45,441955,0,27469,0,58173,355,744853,135,95226,200,607759,200,260478,515,15666897,70,168203,30,75477,230,58590,10,17518,160,147082,0,1073,15,54134,20,55827,135,33704,170,60278,380,1041026,0,3596.86,35,620908,15,123118,185,63239,160,1025781,40,30256.4,0,242745,10,161800,10,37539,30,160001,45,809172,70,997244,40,245320,35,7047,35,61088.15,65,710217,35,195624,0,92,60,286863,35,339668,30,-112030,65,227638,35,217293,0,4322,20,322813,55,44729,0,1511,10,5030,285,100020.37,55,22912.1,0,22651.63,42,5128322,29,1474489,70,6602811,70,6466401,44,-322525,29,381965,70,59440
1807,VIC,3314,365,175,360,12936044,245,2521099.96,200,176021.12,0,3002.62,215,2538350.6,0,23761.76,225,8146161,60,152494,0,1656,0,3693,20,102776,15,128203,0,25110,0,0,240,746043,95,59900,160,1572879,160,674096,360,14033254,50,126966,25,56199,160,36487,0,7356,120,108511,0,1056,0,68,15,27730,95,18026,110,41957,250,943982,0,2757,20,298568,25,138412,150,158015,120,1097233,25,137860,0,2704,10,137751,0,10628,25,230465,40,558242,40,574345,25,9813,25,9813,20,999.54,45,443743,30,237031,10,14136,45,262948,20,108624,25,-178996,45,-70372,35,11942,0,7956,25,489097,15,30529,0,864,10,3476.6,195,65580.98,45,20719.66,0,5772.08,20,1652106,17,1193567,35,2845673,35,2726015,22,-390650,18,467703,35,77053
1808,VIC,3315,975,405,960,31903627,695,5399181,550,420703.65,0,10656.02,600,5290900.42,10,34673.6,610,22532928,155,200343,10,101825,10,35762,85,479543,70,627193,20,189044,10,199877,645,1938439,305,180630,355,1875262,355,803564,965,34279793,140,332561,60,124821,455,119536,35,57814,335,372708,25,4311,15,5878,35,125240,280,111605,330,99696,760,2180784,15,29005.4,85,1302929,60,347905,295,-763634,285,3357220,85,147282,0,91498,15,298609,0,562,55,520323,95,1683012,110,1643114,85,56454,85,15223,80,2560.33,145,1496581,75,551224,25,29633,140,763747,80,465377,70,-313846,145,151531,60,90116,10,52014,45,749957,100,76657,0,2639,30,29235.47,560,189615.61,125,54426.49,15,57080.76,47,3296906,44,4898128,85,8195034,85,7636275,49,-67335,44,610837,90,543502
1809,VIC,3317,100,55,100,4124904,75,758614.85,60,54991.27,0,1047,65,758272.04,0,12625.18,60,2851547,25,70352,0,59754,0,0,10,45476,10,100114,0,21629,0,0,65,133224,30,11391,40,90696,40,38857,100,4403148,15,56110,10,8730,40,11124,0,0,30,29528,0,262,0,0,0,479,30,7040,45,11153,75,184709,0,3244,10,125072,10,74719,20,261727,35,387366,10,1283,0,4699,0,2159,0,0,10,57336,15,293221,15,530274,10,1861,10,1861,10,180.14,0,43018,0,11734,0,0,0,8889,0,30393,0,-7998,0,22395,15,23804,0,42894,0,52644,0,7639,0,1568,0,243.8,55,16303.44,10,4827.95,0,10381.26,10,1163579,6,1087579,15,2251158,15,2170519,11,-138948,6,219963,15,81015
1810,VIC,3318,760,290,745,25860714,515,4356353.63,420,338939.84,10,18856.59,445,4341759,10,23494.1,490,17482740,195,150284,0,23437,0,9080,55,280881,65,705731,0,57704,0,41880,450,1302654,150,127273,255,894128,255,383094,755,27706647,115,240264,30,33309,350,79950,25,39622,250,196931,25,5489,15,11546,10,45240,160,45679,280,64588,550,1127927,0,7836.33,55,888815,50,343273,210,1083448,235,2812954,55,51685.97,0,0,10,39662,0,57849,60,367969,75,1073239,85,764868,60,15037,60,11041,55,1633.22,95,1480513,60,529410,10,18696,90,638289,60,488777,40,-194659,95,294118,55,29116,10,12774,25,304471,55,60838,10,7361.17,25,11219.8,380,127339.02,85,37996.56,10,4892,30,2864272,52,4445958,75,7310230,80,5956211,34,145342,53,1227555,80,1372897
1811,VIC,3319,225,80,220,7298121,155,1224352,120,94041.16,0,0,135,1186767.51,0,5593.56,140,5332648,35,78156,0,14382,0,1265,15,84732,20,189518,0,6069,0,121426,140,242178,65,18603,85,308038,85,131993,225,7989123,40,104229,0,34596,90,20989,0,807,75,74695,0,342,0,69177,0,4710,45,13721,80,37414,155,583416,0,8267,10,114976,15,81596,70,326899,75,853835,15,15316.75,0,0,0,19714,0,51080,20,31497,35,85355,25,639868,20,63745,20,63745,15,8704.07,20,251264,10,73774,0,9246,20,105294,10,98501,10,-35551,20,62950,10,1365,0,3317,10,210652,10,12084,0,2441,0,4086,115,37136.92,40,18980.27,0,0,13,842919,11,313301,20,1156220,20,1097606,16,-38740,12,57035,20,18295
1812,VIC,3321,805,450,795,37439105,625,7121942,570,518835.7,10,10421.42,585,7266438,20,78573.73,620,30547774,160,594527,10,115147,15,120330,40,190548,25,247860,15,279610,0,117077,430,705554,100,42772,180,733148,180,314112,805,39901068,220,620347,75,120635,425,109513,30,40840,430,421862,15,2768,15,4910,10,12483,290,64681,385,111345,645,1811186,15,42446.4,45,749267,75,403132,90,1264110,150,2477215,60,138861.9,10,358464,0,38766,10,40667,40,589316,50,1567919,50,577582,50,30042,45,15038,30,1696.35,100,1124922,80,791468,30,74268,100,538883,35,177041,70,-456738,105,-279697,45,99400,10,54171,15,247878,35,53924,10,5293,50,21214.3,420,132074.57,50,19749,20,49585.08,21,976343,60,2756092,80,3732435,75,2407095,17,-43796,61,1310899,75,1267103
1813,VIC,3322,90,50,85,3336246,60,536582.11,45,41589.92,0,877.51,50,493863.87,0,21173.92,55,1902142,15,33705,0,9104,0,2295,10,57216,10,100995,0,0,0,34709,60,123661,20,4122,30,22580,30,9668,85,3447142,15,35398,0,10734,30,7592,0,4932,30,29873,0,0,0,60,0,0,30,2081,30,4588,55,101686,0,636.16,0,78549,0,2704,25,724131,30,393269,10,3317.36,0,4953,0,0,0,29322,0,2025,0,6291,0,3551,0,174663,0,174663,0,31886.82,10,114273,0,47884,0,37,0,70791,0,22113,0,-26552,0,-4439,0,418,0,178,0,0,0,6428,0,0,0,16,40,14535.15,10,3813.65,0,302,7,704106,10,490392,15,1194498,15,1139266,7,-47518,10,99264,15,51746
1814,VIC,3323,70,50,70,2776495,50,460276.52,45,36079,0,0,45,406455.19,0,11045.05,45,1627498,10,48932,0,323,0,0,0,8417,0,676,0,5718,0,0,50,125405,20,3138,25,37720,25,16158,70,3111124,20,45263,0,2511,25,8136,0,4010,25,35221,0,0,0,4012,0,12,10,2450,15,6081,50,215673,0,858,0,17000,0,28263,25,527587,25,271717,10,18323.02,0,0,0,33238,0,2654,10,26914,10,75821,10,126471,10,335,10,335,10,31.4,15,252752,15,94955,0,7247,15,59653,10,113356,0,-22459,15,90897,0,356,0,0,0,107000,0,977,0,1173,0,1254,35,10737.77,10,3757.5,0,5.9,8,1102426,5,101571,10,1203997,10,913142,8,217043,5,66398,10,283441
1815,VIC,3324,300,155,290,12218665,230,2128758.92,180,156001,10,8332.69,195,2048033.63,10,32285.88,175,6580314,50,128561,0,12795,0,410,25,87089,25,229022,0,20883,0,27180,200,641208,55,29280,90,693116,90,297349,300,13454343,60,138903,10,54358,115,32122,10,16879,120,116729,0,143,0,5624,0,3954,55,10468,140,44086,215,782793,0,5506.63,10,167120,10,79113,80,3418239,85,1182342,30,135254,0,0,0,19266,0,28919,15,113921,25,376731,30,144323,20,14210,20,4323,15,902.21,25,348735,15,227449,0,8607,25,150431,10,100357,15,-138109,25,-37752,45,9891,0,15452,15,345000,10,14527,0,3857,0,3001.86,160,54485.31,35,15153.67,0,7566.68,23,6085230,24,2137839,45,8223069,50,7457604,28,393151,25,354276,50,747427
1816,VIC,3325,290,145,280,10160736,200,1722334.51,170,131557,0,4325.08,180,1540808.11,10,49478.34,170,6319777,40,87491,0,37935,0,119539,15,88726,25,266286,0,8792,0,1185,190,423792,55,30362,100,641970,100,275098,285,11285497,65,178829,10,21851,115,25893,0,7073,90,90257,0,1558,0,2922,0,18165,60,20952,115,36343,190,542067,0,866,0,133657,15,119450,85,1720968,95,499369,20,61609.62,0,0,0,135140,0,23532,25,208373,30,629645,30,315407,30,12252,25,5463,20,282,40,417133,35,242578,15,27710,40,182355,20,85998,25,-121508,40,-35510,20,6704,0,0,10,128000,0,9921,0,1173,0,3567.41,160,53319.57,30,13312.48,0,81645.78,20,1499301,23,1336821,45,2836122,40,2727327,22,-149771,22,213290,45,63519
1817,VIC,3328,925,460,920,42506537,740,7540388,655,571992,15,14566.86,675,7735124,25,83543,780,38571743,215,510010,25,325684,25,98869,60,344015,50,400451,10,82572,15,305416,440,433322,60,13456,145,188446,145,80378,925,45058284,300,830484,90,213420,525,157571,35,48390,560,563747,15,6566,15,13663,0,3018,360,82837,475,115496,775,2133415,15,25305.45,65,1087873,105,531221,15,431608,100,1184458,35,34043.29,0,75401,0,0,20,108647,30,472187,40,956266,40,353959,40,201995,30,5460,25,562.22,95,1047000,80,743805,35,61735,95,491858,30,127556,70,-377954,100,-250398,35,77299,0,975,0,37210,40,58966,0,2489,55,23513,510,155922,90,39145.44,35,54728.82,7,406736,75,3290525,80,3697261,80,2325058,9,83560,77,1227654,85,1311214
1818,VIC,3329,165,105,160,6001593,115,995614.88,95,77510.38,0,1248.51,105,994019.57,0,2605.5,105,4408636,40,74996,0,100681,0,12056,10,39600,15,127180,0,9448,0,39295,85,138602,30,307062,55,215065,55,92084,165,6289140,30,77803,10,7015,65,17633,0,3795,70,64960,0,220,0,98,10,25011,45,11449,60,13421,110,270758,0,5301,10,169954,10,111537,45,-287166,40,581461,20,73305.84,0,168447,0,216690,0,71555,10,8440,20,36457,25,236452,15,3087,15,3087,15,1809.4,20,188065,15,105792,0,6083,20,97743,0,37179,15,-58732,20,-21553,10,2442,0,45270,0,45000,0,4353,0,323,10,5887.1,90,30377.56,20,8232,0,6579.49,6,298383,10,428015,15,726398,15,770849,6,-177435,10,97992,15,-79443
1819,VIC,3330,130,55,130,4796711,105,732304.24,75,55963.98,0,0,85,690858.96,0,2557,90,3268265,25,39227,0,32577,0,4137,15,57932,10,73154,0,51704,0,19686,70,248364,25,13718,30,66714,30,28574,130,5133936,40,105569,0,2937,60,15706,0,4356,60,48104,0,255,0,448,0,0,40,10090,55,15811,95,306751,0,7635,0,39269,0,28674,30,466523,35,229718,15,37432.54,0,22386,0,59910,0,0,0,15740,10,449648,0,7027,10,1031,10,1031,10,166.75,10,222721,0,72088,0,3413,10,73614,0,86759,0,-13153,10,73606,0,2286,0,7280,0,103475,0,0,0,0,0,556,80,26124.88,10,5147.92,0,14172.75,10,400918,11,833644,20,1234562,15,1105412,10,-76287,11,201123,20,124836
1820,VIC,3331,2970,1605,2955,146720410,2375,28144231,2135,1986874.06,35,44315,2210,28706047,80,243161.48,2410,125539740,740,1670737,55,798366,80,1116693,160,906871,145,1303966,40,395563,25,741027,1475,2243092,255,146319,600,2267706,600,971120,2960,154023719,985,2488558,285,533651,1720,466645,115,270536,1745,1871502,45,18573,45,31589,25,44479,1215,350569,1560,399005,2430,7195322,40,87008.06,210,3207235,350,2329497,100,-143224,410,10132178,130,755146.05,30,988509,15,307462,35,286739,125,1415141,150,3086054,175,3295056,130,242277,120,57277,105,175636.84,345,4235772,300,2849430,130,351398,350,1969426,120,714741,235,-1649223,355,-934482,140,264096,40,79423,35,469745,115,235966,20,19869,150,80154.14,1595,491234.82,195,78848.72,105,339125.58,36,653838,199,9263415,225,9917253,220,7140816,36,-756197,200,3154011,230,2397814
1821,VIC,3332,550,260,545,24804682,440,4414976,390,331103,0,3578.29,400,4411540,10,41847.18,445,20322200,145,491175,0,77873,15,80351,25,99266,30,259170,10,112590,0,93409,285,357631,40,10869,95,363619,95,155791,545,26010692,165,442867,45,112540,310,81335,20,26015,300,297562,10,2735,10,6704,0,179,200,39158,280,88006,430,1164216,10,15131.11,30,458187,50,350667,25,33199,90,1488210,35,103412.67,0,148685,0,61304,0,24739,20,145641,30,317363,35,342461,25,227027,25,199722,20,20091,65,623269,60,390905,15,28192,65,312288,20,91919,45,-200035,65,-108116,25,53026,10,301,0,42796,15,24319,0,3914,25,19905.2,310,99578.49,50,22789.25,15,106337.42,8,171403,42,3084280,50,3255683,50,2273028,9,-186802,43,1128877,50,942075
1822,VIC,3333,485,240,475,20044512,330,3927612.16,290,268973.56,0,5055,300,3966087.72,10,30507.61,325,15023301,85,252276,0,58918,0,30993,20,99079,20,204242,0,36319,0,88599,230,740594,60,74190,115,1924689,115,824882,475,21228673,125,318153,35,42843,210,59701,15,24724,195,200538,0,0,10,24032,10,38540,155,205239,205,61375,330,1173567,0,9328,20,302815,25,160786,75,-873271,110,1782592,40,90097.62,0,50285,0,240443,10,135957,30,95265,35,1103723,35,471572,30,119280,25,43362,25,11356.42,45,427650,30,185788,10,17680,40,183526,20,126979,25,-86323,45,40656,25,5756,0,1166,10,176306,10,22107,0,3519,15,12412,235,75705,50,19912,10,50973.96,20,1015620,40,2029147,60,3044767,55,2885331,20,-713579,41,739642,60,26063
1823,VIC,3334,300,140,295,12960754,235,2304128.75,205,174681.61,0,5266.7,215,2359311,0,12029.65,230,11014780,70,192523,0,48882,0,30782,25,91628,20,237896,0,8967,0,74948,155,355410,30,9031,60,175795,60,75322,295,13728233,80,256191,20,80464,165,49321,0,9301,160,184983,0,1000,0,1758,0,309,115,33921,155,39446,245,734254,0,8586,20,404377,35,286491,35,-128673,50,1085997,15,154710,0,57566,0,124473,0,85975,10,197020,10,394811,15,129759,10,11412,10,903,10,203.24,35,447428,20,147980,0,7165,30,150200,20,222718,20,-80635,35,142083,15,10946,0,25137,0,59994,15,17566,0,950.36,20,9365,165,55583.27,40,17250.52,10,7374.6,21,493269,21,970676,40,1463945,40,1740993,21,-571438,23,192206,40,-379232
1824,VIC,3335,1220,355,1210,56334519,1045,9834778,925,764528.76,15,24127.49,960,10040981,35,102036.93,975,46212279,240,770721,25,206289,30,385270,80,369231,50,548148,0,31203,0,140888,590,1677189,50,8793,150,1067815,150,457585,1215,59266116,425,1118585,100,159771,715,213476,50,72220,750,747197,15,3947,25,9962,0,20343,510,83973,710,215938,1020,2838900,0,13540.13,40,658337,60,289041,15,27109,155,3778875,25,43986.02,15,243673,0,2664,10,56458,25,1018806,30,2189214,45,629819,30,49629,25,42239,20,533.86,160,2588490,120,1585306,60,185828,160,950900,70,806826,95,-940370,165,-133544,85,109965,10,98560,10,156037,50,37451,0,0,35,18790.21,785,252573.25,90,37445.76,45,177148.83,7,51048,80,4655835,85,4706883,85,3292299,7,4091,79,1430671,85,1434762
