,"Taxation statistics 2016–17 Individuals: Selected items, by state/territory1 and postcode, 2016–17 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151
2430,WA,6165,122,120,7925317,99,1846827.99,90,147464.33,3,3054.4,90,150518.73,96,1970248.37,3,12434.54,86,5121308,85,1393273.18,21,34793,3,26700,4,95259,6,38145,6,90319,1,4802,1,12695,61,67741,3,1688,12,165266,12,70431,119,8223761,30,59918,10,18347,56,14806,8,19763,57,53315,74,166149,2,141,3,277,1,468,33,10109,58,27400,93,266057,2,36175,2,11110,10,74115,1,-70982,26,2237303,12,169215.67,2,81078,0,0,3,13239,2,102427,2,31187.13,4,219658,10,119862,7,7292,5,2400,5,365.61,22,372972,20,221394,12,26333,21,195792,9,73977,13,-144524,22,-70547,4,50521,1,4600,2,25601,9,35663,2,318669,15,714074,17,1032743,18,916420,2,-10024,15,123838,17,113814,6,23479.31,0,0,14,4912.82,59,20130.82,80,66,38768,5,1833.99,18,8719.65
2431,WA,6166,6344,6288,423009036,5285,98296445.24,4706,7812372.76,88,123798.33,4701,7914850.04,4943,103606053.32,196,803278.42,4966,333677246,4854,89429579.07,905,3269920,131,1525683,169,2594819,284,1735569,256,2762504,48,653250,64,2161002,3547,5181394,431,117925,1230,12162938,1225,5056437,6295,439206975,1665,3592586,466,691536,3185,848881,244,500963,3312,3688828,4101,9322794,191,99622,146,161426,114,293986,1985,618497,2912,1236999,5008,15450852,197,4298769,209,3049714,749,7955909,65,3417138,1088,42742630,371,2968768.48,91,2186900,10,480306,73,641333,281,5328104,226,1619821.15,390,12466731,582,15816092,329,4051905,231,648869,228,853711.89,1202,21917188,990,12523628,734,2342884,1219,11366233,393,3871516,834,-8187938,1229,-4316422,122,667835,35,301004,133,2478352,386,1193797,31,3306130,465,29145627,494,32451757,486,21377464,36,-32332,473,10496653,506,10464321,297,2349195.88,66,198484.52,517,271735.47,2718,841601.2,5139,4308,2734545,519,168554.9,1328,423114.85
2432,WA,6167,13755,13611,761110125,11468,153928528.14,9951,13652543.84,186,240618.61,9949,13883805.35,10680,162784104.98,440,1601233.78,11837,693971196,11606,172666098.55,2244,4888394,330,3131338,425,6498019,1411,9638331,599,7200551,59,564557,93,2429916,5869,2427334,363,80860,1145,5467229,1137,2280742,13617,788332258,4010,8325832,1094,1610529,8446,2303024,643,1048609,7646,7442295,9928,20730289,311,125681,128,128933,79,133889,4035,1092578,6269,1723803,10936,26743762,520,11349339,276,3871357,982,5673634,19,628224,805,21769025,288,1232270.53,250,4608506,15,151982,160,1665896,204,1889779,156,413382.86,289,4373193,492,11789466,272,2913178,176,667525,159,395943.41,1332,18792087,1263,13950635,773,2213609,1364,11138770,237,1567860,1137,-10078787,1377,-8510927,156,618965,48,415243,67,1376551,629,1373944,55,977211,871,50881718,923,51858929,886,33861665,64,410845,900,16313037,959,16723882,534,2988144.28,79,148103.5,616,240202.84,6832,2069289.82,8423,7396,3430396,946,209866.19,1568,304975.84
2433,WA,6168,12316,12177,689210146,10073,143477877.61,8171,11596537.87,204,299219.33,8164,11875039.98,9195,148322670.85,290,1062359.27,9978,602406892,9749,153521961.37,2209,4711406,256,2484991,434,6759757,1275,8489608,804,9295277,116,1228319,305,8367651,5816,4613408,571,131993,1629,7963758,1621,3301070,12191,714993828,3526,7165269,925,1798919,7229,2000035,452,745555,6477,6662058,8402,18371836,340,187785,130,154030,115,225750,3670,1283078,5760,1787703,9670,25348144,398,8419388,248,3785272,1154,9670134,22,1604645,1001,20884122,406,1170600.96,223,4210715,7,62981,146,1208802,341,3628131,226,766829.84,467,14982251,710,17743613,598,8177348,330,1950339,321,1649560.67,1671,29436843,1435,18121010,925,3030384,1697,15997486,445,4261527,1256,-11973564,1702,-7712037,168,646247,63,338891,108,1883091,524,1357597,34,831075,761,44190141,794,45021216,776,30062205,39,295669,792,13902819,829,14198488,409,2311977.66,226,522119.8,541,212236.08,5831,1813713.27,7478,6478,3423281,870,224722.68,1480,341734.65
2434,WA,6169,19247,19069,1123729016,15584,241833736.64,13186,19723693.16,361,477672.76,13180,20176693.87,14351,252795194.47,435,1572202.23,15599,993549502,15270,261237540.87,3199,6515863,441,4621552,653,10334876,1704,11139104,1191,13200229,209,2217897,538,14612255,9286,8024613,982,351047,2732,11336021,2723,4728214,19088,1164560523,5721,11598533,1500,2654373,11081,2987299,766,1278237,10550,11443697,13170,29962139,568,284977,203,255790,200,445131,5759,1999918,8959,2745767,15205,40284717,610,13251639,448,6858156,2001,16822096,46,976483,1650,34493417,742,3451477.26,371,6635126,14,101736,264,1848386,561,5620106,394,1310760.98,765,16173896,1142,28148787,922,12047363,557,2216341,541,1837329.04,2797,44506481,2495,29481721,1659,4713982,2849,24916062,685,5046200,2176,-19651484,2863,-14605284,289,1445097,88,985681,122,2370528,804,2072738,42,809922,1212,67168242,1253,67978164,1243,43226538,54,6522,1246,23638792,1297,23645314,648,4328302.01,371,891058.82,839,319095.36,8761,2747379.46,12825,11055,5854772,1474,406654.04,2758,650878.76
2435,WA,6170,7986,7909,465445690,6822,95955218.09,5993,8368994.22,137,168504.3,5991,8536247.06,6482,101955551.88,332,1254296.46,7148,443109243,7023,111235503.37,1411,3401959,206,1732745,253,2920730,587,3556372,239,2814998,29,243374,35,1004940,3586,1050570,147,58164,547,1734312,542,710562,7913,483087744,2711,5608814,756,1191243,5144,1530483,646,1125498,4808,5052742,6044,14508780,173,78567,152,42992,23,24718,2638,805010,3571,858705,6478,17529117,370,7782422,204,3595243,568,3073574,7,54567,384,8290121,149,387982.48,153,2745719,8,129663,104,559773,127,1050002,110,248983.4,160,2862035,238,5508161,133,1464870,97,572007,98,204089.23,754,10738122,719,8021538,449,1418194,768,6401107,136,670067,643,-5772784,779,-5102717,52,206243,24,369821,24,347745,442,841284,25,639221,527,21059472,550,21682769,538,13916614,31,187126,544,7291721,573,7478847,296,1132651.09,33,57649.05,294,100481.39,3967,1158676.12,5023,4369,2005357,573,129394.47,1008,188226.43
2436,WA,6171,18724,18528,1210977263,15820,270419611.7,13939,21910388.9,386,489180.82,13930,22361999.55,15002,286492915.56,606,2300940.33,16495,1132343799,16177,300148360.98,3402,7833196,466,4054507,672,10338238,1164,6930181,677,7629983,111,838972,167,4436153,8669,3807696,462,324085,1607,6210696,1595,2565714,18545,1257618880,7105,15124642,1865,2888908,12125,3381587,988,1783887,11545,13636512,14078,36815536,557,221401,152,222291,104,188506,6217,1967928,8886,2583739,15327,46010753,678,14871356,624,8419987,1573,8905382,39,294548,1106,31206051,476,3225576.04,309,6406896,21,1123221,250,1779805,374,5958480,297,1781520.07,483,14479165,789,17875312,530,8539872,272,503390,297,1497224.19,2155,30881845,2050,24289473,1459,4627360,2202,17923032,318,1959348,1896,-17917368,2214,-15958020,232,878603,72,461314,93,1712729,1067,2108996,66,1569660,1128,67552439,1190,69122100,1165,44229244,73,-665970,1160,23920961,1228,23254991,651,4878417.47,113,228253.81,767,303504.42,8118,2469159.17,13105,11232,5465621,1632,390469.36,2908,642936.47
2437,WA,6172,7691,7608,466878422,6317,101701431.97,5420,8252861.6,176,245397.79,5419,8484682.63,5891,106919273.38,144,467721.31,6584,434291061,6471,114679718.23,1340,3150513,184,1696088,296,4698857,588,3694987,341,4024999,59,500155,149,4264095,3418,1818909,264,60283,772,1872261,771,771315,7619,484495320,2578,5456638,623,1104568,4876,1360779,323,563032,4489,5135816,5613,13620833,194,102894,53,152798,55,103036,2264,656205,3609,1132586,6184,17437115,219,5020349,214,2784180,735,4642630,7,656282,522,9344902,217,412214.64,154,2541239,5,10923,88,961690,146,1453001,114,358306.49,213,3658408,387,14039322,244,2998881,149,264893,141,632100.06,994,14800641,951,11716556,641,2086145,1011,8651782,161,605880,854,-8259722,1015,-7653842,94,294285,37,158699,48,765272,336,813676,28,707962,427,24325348,454,25033310,441,15426979,29,472166,447,8757994,475,9230160,228,1647278.91,85,200714.43,314,129717.16,3435,1067982.29,5051,4222,2125810,647,169872.18,1041,242105.48
2438,WA,6173,7081,7013,501776942,5870,120791720.57,5160,9109659.17,148,202237.17,5153,9285497.28,5550,126828824.78,177,615987.27,6107,458191084,5977,128193331.03,1305,3462708,181,2079104,270,4564048,365,2157303,218,2371003,44,513409,88,2463001,3507,1520200,256,131039,838,5446158,834,2176540,7024,520287920,2575,5683601,678,1104245,4389,1178396,339,686741,4265,5213641,5202,13866624,235,121762,77,124407,67,278396,2093,592414,3274,1067976,5765,18254809,254,5435992,312,4856068,760,4820403,9,-72537,602,16210106,241,1036416.45,118,1989981,7,34064,104,747113,181,2069675,142,462773.33,243,6689946,433,11362813,319,6336427,191,1297167,203,1428883.57,1023,16256108,969,12729153,695,2433573,1040,9811419,151,726090,893,-9444127,1046,-8718037,114,436962,39,356484,55,1019729,457,1119027,23,997233,490,32614528,513,56496758,506,31529164,30,167178,514,10622854,541,10790032,283,2362065.49,43,116631.16,356,158505.15,2795,882672.84,5326,4314,2166632,779,208743.57,1275,353986.95
2439,WA,6174,2473,2446,153342129,2032,33851496.44,1765,2737421.63,47,69270.34,1763,2797940.67,1923,35645700.52,66,235547.75,2113,139975638,2074,37072149.5,425,1018459,72,612557,88,1389753,204,1189770,103,1096562,15,165994,28,757859,1102,388936,68,16242,259,572902,257,233475,2444,159228629,821,1744137,231,487608,1519,416908,135,266108,1432,1587054,1794,4501815,81,33432,22,67960,25,57311,689,236656,1110,393308,2005,5793846,74,1555785,73,1155667,233,1425054,1,-14031,191,5734005,75,422934.72,61,1100132,1,32753,44,508058,51,793346,43,198764.36,73,1664733,106,2297930,67,1192854,49,304795,48,374344.47,297,4272928,277,3224937,195,608846,298,2567572,50,232676,251,-2361103,301,-2128427,37,154609,10,11845,24,200980,134,293950,10,1522435,178,7789223,188,9311658,192,5819964,14,354669,186,2825603,200,3180272,91,577446.15,16,38355.63,133,53183.43,1053,337900.69,1665,1412,704132,227,50649.35,354,85503.62
2440,WA,6175,2177,2153,142354806,1771,32830618.12,1553,2604068.02,37,53951.21,1551,2651933.39,1661,34627163.32,49,174584.02,1800,126686258,1758,35056483.39,357,832045,47,541394,82,1266233,145,821264,102,1048106,20,146936,33,1048062,1036,672818,92,32208,262,890094,259,362033,2156,147708574,687,1447238,200,266285,1233,317677,95,149394,1246,1554277,1511,3734871,76,26494,21,24481,16,35710,687,215760,1014,289365,1730,5196708,57,1176788,68,839275,252,1748589,1,-5045,214,8122273,90,795237.41,42,916134,2,2761,29,109912,62,543888,43,116463.39,90,2050743,136,3951661,105,1298627,71,217128,62,270965.29,320,4703551,287,3647538,206,632365,322,2738903,69,338559,253,-2666204,324,-2327645,35,192763,17,158191,19,472774,146,380339,7,118368,170,12837635,177,12956003,167,9669707,7,65916,173,3044512,180,3110428,99,582942.01,29,61968.28,143,70440.7,850,266269.42,1632,1381,734063,209,47910.86,387,95639.42
2441,WA,6176,1102,1095,63487709,913,13312048.89,785,1122181.19,18,34557.19,785,1156738.38,850,14163694.88,38,132840.4,902,55340589,886,13741630.05,213,317112,23,206608,24,291380,54,354475,37,375158,4,22484,8,229214,569,588410,34,5864,114,945307,113,391160,1098,66781860,416,853579,89,168707,657,183441,53,78353,640,653365,773,1937445,25,9354,9,34990,8,41460,306,111485,482,167527,874,3136723,27,599189,28,483303,79,591124,14,482745,127,4825470,30,615401.09,15,197091,2,57417,15,60777,35,542603,24,136508.04,42,1158507,51,1641519,28,141597,17,10079,19,2674.98,125,2204134,114,1242556,66,200056,126,1077930,43,485295,86,-801703,129,-316408,14,41449,2,8531,21,730562,53,98200,6,132394,60,4213755,66,4346149,65,3073319,7,64898,61,1156309,67,1221207,30,142420.93,4,7510.99,77,28319.73,525,151830.93,770,650,332402,105,27722.55,149,25898.14
2442,WA,6180,2865,2826,175014237,2342,38312314.5,2047,3190506.76,55,68758.29,2047,3255265.15,2191,40517358.28,87,318221.61,2428,161937288,2370,42642792.45,437,1436066,61,652131,93,1518905,192,1122705,130,1505450,16,136764,28,823417,1343,563487,90,63478,282,1138162,282,459944,2834,181587648,1014,1998900,275,412522,1788,484819,148,241152,1659,1830224,2061,4967617,88,29412,20,15225,14,24612,814,324310,1306,375509,2279,6410516,84,2022070,81,1039537,270,1608581,2,24600,197,4377721,83,248756.14,58,1207804,3,20289,46,713072,67,507875,48,115906.14,89,1127826,128,3724259,96,867061,55,67764,59,201533.74,304,4450496,284,3605644,200,723350,307,2611163,46,264090,264,-2753751,310,-2489661,33,132048,11,134753,21,203186,156,304631,23,842191,189,9320877,211,10163068,203,6467184,24,195175,197,3332942,220,3528117,110,635749.66,21,51105.82,119,47810.52,1206,380764.19,1987,1706,861778,243,55434.1,419,91064.38
2443,WA,6181,285,282,18621903,240,4257345.2,219,350078.82,4,5660.56,219,355739.38,229,4518165.77,2,1564.07,228,15749469,226,4291340,48,204467,7,114766,13,219278,14,97114,5,50839,4,7727,3,53248,149,94696,19,3656,46,611654,46,262054,282,19374658,97,189863,15,32464,160,38649,8,8402,167,180078,197,449456,10,4377,4,4899,1,52,82,34676,139,62026,226,752315,7,172820,5,62234,45,383398,1,-157020,51,1459187,7,566.1,8,44703,0,0,8,96033,11,113343,9,29006.24,16,274676,29,1252511,9,140405,6,9774,5,20289.35,62,855183,55,685208,37,144846,62,468752,12,72977,48,-516600,62,-443623,6,4820,2,38002,6,86629,29,110080,0,0,23,3556013,23,3556013,24,3089383,0,0,24,482658,24,482658,12,135408.83,4,1022.75,33,16158.74,130,40373.1,232,190,101485,21,4237.14,56,18191.65
2444,WA,6201,53,53,3050548,42,655321.01,37,56326.42,2,4262.92,37,60589.34,40,703762,2,5092.3,37,2423412,36,655880,5,17819,1,11237,2,23729,3,17282,3,44584,0,0,1,23479,23,40544,9,1000,19,293013,19,119155,52,3176790,10,23249,4,22506,24,7753,1,142,26,30764,31,84414,0,0,1,195,1,235,13,2464,26,6235,40,126242,0,0,0,0,4,43507,0,0,8,114568,4,696.28,1,11264,0,0,0,0,2,12292,1,1289.27,5,26143,13,195750,4,117,4,117,4,24.49,16,255657,9,153697,9,23302,16,125700,10,39783,6,-86825,16,-47042,1,333,0,0,1,25632,2,4701,1,60936,9,304205,10,365141,10,297671,1,-7502,9,74972,10,67470,6,9299.62,0,0,6,991.67,27,7620.03,39,36,19100,2,521.97,11,2530.23
2445,WA,6207,552,543,35612359,451,8152640.16,391,658606.79,12,19774.76,391,678381.55,421,8611962.46,6,17377.65,418,29114059,404,7845494.7,68,149404,12,80137,17,220568,23,123388,22,254244,1,10062,3,89411,277,640264,34,33737,76,687504,76,288310,543,37163382,152,340993,39,77315,292,73281,19,26163,269,340839,350,858591,16,5056,7,41066,8,29882,158,75557,250,134437,426,1535871,11,178470,13,194830,48,298494,25,66374,92,3102431,28,379366.59,9,107401,4,99716,14,245868,16,381985,12,123341.78,23,814285,50,1799315,15,8808,12,3934,12,597.06,89,1328068,76,717145,49,107632,87,683907,30,314130,60,-494746,90,-180616,15,262766,5,65816,11,310929,39,80353,6,803790,46,4245802,52,5049592,56,3840253,9,59866,49,990391,58,1050257,30,215309.31,3,6768.75,56,27410.1,228,70003.39,411,347,209286,57,16316.73,81,27921.27
2446,WA,6208,6239,6169,365130969,4840,80549202.71,4081,6532903.19,104,160700.39,4079,6679900.18,4364,83778626.25,87,332075.18,4702,307965428,4576,82075789.34,772,1906336,108,1353530,150,2790700,541,3603915,520,5729991,50,726275,110,2820084,3142,3664245,416,225155,1143,8743133,1139,3656859,6197,379241190,1611,3187253,401,753262,3371,906931,190,327325,3038,3300604,3915,8475375,212,54812,58,99467,91,236595,1733,507338,2891,1027101,4708,12503152,87,1994118,199,2828350,620,4870422,129,3198225,757,16389434,301,1281487.9,99,1497712,14,171243,90,603369,250,2772044,156,355144.26,353,6237940,566,27608959,322,4471600,233,569911,216,881339.81,970,14795454,799,9028776,491,1402837,978,7839963,304,2569430,686,-6045552,991,-3476122,100,706289,27,267867,66,1321124,306,726248,32,1758615,363,25465502,388,27224117,393,20594140,37,-58755,378,6480160,409,6421405,190,1423817.16,86,243784.95,322,137343.66,2511,803664.71,4369,3712,2237587,557,185613.01,927,241135.73
2447,WA,6209,870,864,49497913,660,10854015.44,559,883220.76,13,15142.58,558,897730.66,598,11360582.84,13,49283.12,640,39329806,617,10318308.26,111,347875,22,211772,22,130664,77,539687,55,643721,5,88943,8,158858,442,305225,69,15871,160,1531061,159,650863,867,51107109,206,420295,51,91304,440,112437,27,62069,403,402571,521,1088676,38,10956,10,2779,14,25009,216,69457,362,117607,636,1563371,16,313301,20,259110,106,860664,3,121352,145,3428796,42,163943.11,16,556578,0,0,9,121192,46,1095027,32,315671.99,57,2117132,65,1314978,29,342749,19,7799,24,44275.84,144,2323782,124,1362717,76,186162,143,1200225,43,434881,102,-860203,147,-425322,18,55025,1,86,10,144302,37,75942,3,27950,61,4454026,64,4481976,63,3406266,4,-10411,61,985736,65,975325,34,167055.53,7,18462.3,71,29905.7,355,116725.67,568,467,269189,86,21034.03,127,36720.08
2448,WA,6210,38397,37986,2266227184,30123,507241605.48,25126,40289996.15,558,711540.26,25102,40903360.33,27157,527319325.34,798,2959528.74,28730,1835864578,27939,487582887.78,4953,14370722,758,8157404,1031,17838198,3425,22698640,3160,34960038,304,3825741,765,21593333,19956,21551535,2521,1670019,6953,47284620,6932,19719282,38043,2351797026,9958,20105503,2775,4951036,20102,5440826,1345,2550425,18786,19863664,23920,52911454,1263,438074,428,809799,582,1613307,10249,3902966,17506,6393438,29042,83111775,882,20698960,1115,17529651,3882,34739834,175,4859970,4613,153346032,1835,13844076.89,634,12106344,29,1267368,487,4936781,1577,28499176,1025,8121517.65,2266,72157250,3262,119928844,2183,34857267,1420,7147645,1374,5892848.44,5568,91661506,4608,55006259,3104,9998214,5645,50533702,1680,14737168,4003,-38613837,5691,-23876669,587,2233975,193,1905932,490,11218712,1953,5401306,105,4697891,2636,206690127,2737,211360624,2710,146181041,137,175352,2728,61572270,2855,61747622,1457,14048851.83,703,1899710.8,2203,1006222.41,16522,5283715.7,26459,22688,13197460,3125,913311.3,5866,1637149.46
2449,WA,6211,3786,3757,231364361,2959,52575542.53,2491,4156772.8,93,119893.09,2488,4273772.03,2663,54925808.45,48,200559.27,2833,191366131,2748,52626346.74,473,1322826,90,1321491,121,3142436,291,2056992,292,3142967,41,577881,53,1403744,1950,1785016,220,86355,621,3675780,620,1506843,3760,239551283,1058,2021830,263,391200,1978,508200,141,230677,1845,1975834,2334,5127741,97,34770,39,51286,53,93509,989,457406,1743,592598,2817,7843609,80,1892119,121,1588384,395,3315279,16,446040,450,14024601,166,1465577.12,64,1273286,6,119048,41,296425,129,2260104,85,678841.51,190,4971088,299,7586271,195,2223350,119,320876,116,186001.18,530,8086023,446,4943497,314,967726,537,4186500,142,1074301,398,-3086001,540,-2011700,66,364826,19,128097,57,1022133,181,439784,18,509405,257,16178949,274,16688354,270,10503169,22,126450,264,5835791,285,5962241,142,1171517.26,61,138818.97,233,110574.21,1516,495839.83,2672,2290,1336278,341,114925.07,583,153873.93
2450,WA,6213,399,394,23434009,302,5266038.64,273,429632.13,7,7595.43,272,432475.17,283,5321860.8,4,13838.31,300,18816807,292,4813261.04,43,48573,2,193134,6,63448,39,267746,18,180917,1,21777,6,126981,202,201862,49,10765,94,793168,94,325336,398,24424133,92,191415,25,42917,207,50219,10,16950,174,182307,247,483808,14,5554,3,250,4,19135,110,40634,184,58040,298,898583,10,190898,22,195892,40,549627,14,-194101,56,2061970,21,201355.5,2,158540,3,6395,5,91580,20,67714,19,16544.39,27,295315,33,642841,18,550021,12,17391,16,204229.13,66,912323,55,568602,35,69024,66,490651,25,114291,43,-330245,68,-215954,8,16509,5,10682,8,212391,28,76338,6,274399,33,1637077,39,1911476,34,1192860,6,35221,32,647862,38,683083,17,164634.4,4,7072.55,32,20521.78,151,51784.52,256,212,135529,32,14545.77,71,21266.25
2451,WA,6214,432,419,25216324,325,5685243.89,280,459088.36,4,4766.9,280,463855.26,303,5934915.84,4,14843.24,314,20496102,304,5383805,56,70543,6,37368,4,59480,24,144713,12,90292,3,98893,3,121484,232,256557,30,5037,94,670452,94,277934,430,26585368,97,174097,27,52183,227,53073,9,15836,180,178837,250,474026,16,3237,6,9627,0,0,107,44718,162,70155,301,786794,4,99503,11,155297,39,372629,63,-104072,85,2460487,33,152794.84,2,14368,6,141891,9,126810,19,602272,12,214856.29,22,1274050,43,3591534,26,160482,23,38710,20,2395.51,58,809810,41,467965,28,68018,58,387401,24,173171,37,-286745,61,-113574,10,121890,7,42896,5,106990,22,75321,11,1321113,34,3149329,44,4470442,46,3715786,12,118223,34,506552,45,624775,23,124084.95,5,26662,40,17528.94,168,53783.15,303,264,170222,31,9814.47,60,19755.71
2452,WA,6215,2129,2098,126223358,1688,28054918.59,1412,2270192.3,33,37407.2,1411,2301762.81,1523,29467187.23,29,106191.66,1630,109044541,1604,28881694.25,275,598344,34,305799,32,277621,156,1052179,138,1642993,13,213949,20,482522,1116,1176592,168,48206,361,2885385,361,1160329,2109,131016863,508,1005344,122,312503,1214,312494,59,90438,1036,1012587,1399,2733366,67,19269,18,23822,20,143248,604,174744,1011,378196,1639,4351029,38,841489,76,1124583,290,2336893,130,681567,298,6321762,106,426951.32,22,489190,9,247720,36,508819,97,1512695,72,465059.39,138,3832127,168,4492732,101,864292,83,297618,69,68749.67,321,4993282,267,2764922,170,565307,327,2766270,104,934859,226,-2038076,331,-1103217,47,167954,13,172090,28,629197,109,238652,42,3721108,139,7023076,171,10744184,175,9311284,47,-690955,146,1608972,180,918017,76,387873.89,17,44874.01,157,61735.62,859,288694.49,1525,1306,850775,183,66356.31,356,97639.63
2453,WA,6218,240,236,10987478,183,2137269.27,137,182720.08,1,985.65,136,183673.23,156,2219550.6,4,7710.59,164,8688106,157,2228564,26,30130,3,23828,6,47368,34,228907,26,307898,0,0,1,3679,131,236238,13,13977,39,262802,39,112594,238,11566167,39,76187,7,24143,105,26671,6,9925,81,86286,122,223212,5,1223,0,0,3,76812,42,17571,84,46597,148,562945,7,173588,4,49027,13,82265,29,460171,27,723283,7,50537.72,3,14566,1,54497,5,32956,6,60687,5,5083.72,9,528039,16,1160775,11,69005,8,31923,5,5907.45,22,316475,10,99543,8,12468,22,140136,14,85899,8,-21571,22,64328,1,1030,0,0,7,147222,12,50300,11,906218,24,1762219,30,2668437,29,2417482,12,-230621,24,399633,31,169012,13,42924.55,0,0,22,11011.86,114,38793.78,146,135,76328,17,5648.09,40,7369.38
2454,WA,6220,2807,2769,152412773,2256,31746873.91,1819,2600674.57,33,42438.42,1817,2642723.12,2095,33157387.99,27,92525.51,2189,123535222,2139,30201046.14,496,911958,51,492247,56,623755,190,1323656,121,1306082,17,271369,29,761998,1593,1477385,202,327478,483,2902177,483,1214661,2790,158967753,624,1229891,142,243090,1596,418275,82,96932,1282,1335869,1827,3324057,104,38846,29,27080,24,39597,630,239752,1144,400099,2106,5900773,47,1074711,80,1081237,230,2554047,230,4342179,443,14104526,131,637124.95,21,407151,27,477236,29,333641,97,688639,61,103558.55,146,2228289,177,4725948,128,245511,115,185209,100,95618.35,388,7008960,323,3209435,199,609004,387,3580331,177,1471962,223,-1861772,400,-389810,40,36834,11,230100,66,1482093,136,347941,38,1964188,156,16578286,189,18542474,191,15258911,45,-536985,159,3636059,198,3099074,98,919156.68,32,84571.9,229,113952.09,1336,420787,1847,1526,969507,256,106702.29,369,104613.56
2455,WA,6221,136,132,7648494,115,1597118.85,98,139813.94,5,5205.44,98,145019.38,103,1696606.77,3,12892.14,99,6148213,93,1592767,19,30318,0,0,2,1628,9,45834,3,37596,0,0,0,0,80,114537,9,692,29,230207,29,98652,132,8142613,28,40731,6,3476,64,16036,3,3908,58,58712,79,122863,1,103,4,1739,2,3696,36,23785,41,15110,97,494119,1,17666,6,99930,13,233758,32,363259,37,885947,6,13359.96,2,2756,4,96906,0,0,3,2308,3,468.09,5,24358,10,1033814,4,9981,3,2561,3,394.85,22,242448,12,162698,6,8486,21,106781,12,64372,10,-99889,22,-35517,2,120,4,6267,9,315000,4,11063,0,0,4,281121,4,281121,4,181780,0,0,3,94618,3,94618,3,16214.82,0,0,22,12063.33,71,21441.44,95,78,53275,5,2953.49,17,6880.6
2456,WA,6223,136,135,7901549,103,1750038.43,93,144680.22,4,3877.13,93,148557.35,96,1813714.68,2,5835.63,101,6007106,97,1566644,22,16716,5,23535,2,34772,14,65711,2,38581,3,35611,1,19392,65,84298,7,2977,23,116335,23,49848,136,8215769,27,88269,8,15382,67,18125,3,5156,65,55439,84,182371,6,1691,0,0,0,0,32,7313,45,23953,97,308628,0,0,3,32170,12,100557,28,298825,37,1037075,12,32640.97,2,36111,0,0,6,70961,8,104610,6,18932.29,10,211269,14,490343,8,136722,9,8288,7,1157.37,22,281837,18,199106,10,35216,21,136495,5,54584,17,-143564,22,-88980,6,24580,1,2291,3,62400,10,30900,6,406298,6,125713,11,532011,12,542961,6,-72351,8,26399,13,-45952,4,2252.56,3,5295,20,10690.92,57,19579.93,107,91,61763,7,2057.9,23,8046.35
