,"Taxation statistics 2013–14 Individuals: Selected items by state/territory and postcode, 2013–14 income year",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141
2389,6262,WA,405,212,395,17147328,272,3383613,228,225043,8,15907,241,3391676,2,7694,272,12550085,51,165587,4,32158,7,61428,29,196593,38,390632,0,0,1,40479,247,671969,17,66171,76,446946,76,191426,401,18110109,74,199296,24,80961,176,41233,10,13032,127,121823,6,2608,4,1360,1,5872,69,21518,144,61053,283,775247,12,218941,14,108895,89,490429,91,1445671,24,73930,4,97530,6,90284,9,56096,17,275221,7,24479,23,869072,36,1562069,15,195114,9,13045,5,2776,45,614097,34,246150,12,16878,45,296785,22,194008,25,-139724,47,54284,34,24934,4,37737,13,203310,15,23126,12,1067885,33,999064,43,2066949,43,1668397,12,-116947,34,465306,44,348359,17,76218,1,4047,2,1208,169,57421,42,18697,8,42435
2390,6271,WA,1798,1133,1775,99103689,1413,21335982,1226,1356291,43,52539,1287,21821299,35,137955,1378,79970144,288,937466,25,261770,45,512844,158,878838,105,1110449,18,143039,17,321455,944,1230357,182,24410,351,2199531,348,942570,1785,103102076,403,949796,124,269447,1011,245388,77,127440,751,671774,44,23960,30,28317,32,118691,425,142445,810,402369,1461,3728500,96,1419608,137,1013338,127,663132,305,8670822,87,650744,30,482115,4,203157,28,177742,80,1114689,53,195465,107,2615203,155,3784420,77,302941,69,36256,62,66001,262,4015684,208,2178932,103,251923,270,1882259,118,944819,156,-1242249,274,-297430,120,148198,10,92121,40,556370,102,190435,19,611047,131,10109771,147,10720818,146,7889660,21,-556716,136,3183181,153,2626465,73,678456,15,31012,18,9102,794,253019,111,46585,59,174441
2391,6275,WA,800,419,787,34715426,562,6716595,459,450455,12,22773,486,6595265,14,43462,507,25353574,129,168240,25,153221,19,87440,63,369447,55,593797,6,117691,9,239023,457,816349,89,18150,170,903385,169,386980,796,37524541,130,317324,24,31509,348,89672,18,38939,290,219337,8,1294,17,40864,8,61972,220,81915,361,155598,575,1425086,44,698328,52,338141,108,2072417,196,2497842,36,28227,6,77668,5,157467,21,89490,47,912430,30,205478,68,2116551,80,1890098,44,477645,32,49063,32,80841,153,2127287,99,755276,60,89143,153,933663,88,710404,67,-361199,155,349205,51,34514,15,104398,20,301752,34,75564,20,635269,84,5370221,103,6005490,101,4745384,24,-173057,89,1330881,109,1157824,40,202133,8,23412,13,3557,369,122674,69,28893,31,61822
2392,6280,WA,15537,9690,15397,838807694,12330,177939580,10691,11370470,274,356895,11221,180738755,237,881948,11494,603333581,2363,5584966,195,1802987,308,2939295,1092,5665862,1043,10786779,142,1661091,222,5837277,9212,16732611,1225,811935,3228,34978125,3222,14982352,15470,880607468,3259,7222338,862,1415799,8034,1943983,626,1133536,6039,5231086,304,108826,305,520636,240,808199,3795,1381163,7025,2858029,12425,38000133,708,12212845,1262,10441088,505,5635260,3112,96135923,920,4366930,193,5332325,38,518058,262,2942250,916,14919365,666,3421137,1295,49944880,1623,45172519,909,6294989,693,1578719,634,1062322,2571,41933653,2057,23764073,1218,3297069,2592,18850215,988,8728647,1652,-12706351,2640,-3977704,1212,5851025,178,1115817,452,7847958,1058,7422120,102,8219124,1446,113229283,1524,121893385,1479,86024858,124,-1157142,1484,35492819,1581,34232981,903,7502966,251,594365,150,114085,7687,2510255,1190,507034,388,1248818
2393,6281,WA,4667,3167,4606,274626757,3659,62224348,3182,3745987,91,138273,3358,61920049,90,383241,3215,180412479,553,1829683,38,544527,84,1261381,214,1118012,213,1994195,38,449580,56,1719543,2766,6057076,357,328816,925,14236996,919,6102444,4640,288508589,907,2506728,274,462332,1942,485567,165,348557,1656,1704922,78,22379,106,347684,87,486532,1132,808022,2112,1259943,3558,12587029,185,2978015,321,3360489,91,-107252,1149,38452253,345,2863367,60,1935220,4,173972,107,802345,321,6562846,226,1760729,465,18508223,629,25854896,301,5463980,230,414858,226,1396647,815,15194800,665,8902300,427,1300941,822,6640683,319,3424844,520,-5073968,839,-1649124,481,693133,51,269057,167,3107040,347,1016821,24,924095,662,46357201,684,47281296,671,30965126,33,-107366,679,15804018,710,15696652,396,3029947,59,175161,43,41684,2176,712425,321,137934,106,1022040
2394,6282,WA,926,668,909,55724278,703,13445858,627,788019,23,30737,649,13740542,14,60684,548,32203642,107,511261,7,67490,17,210449,51,332019,36,331044,9,85633,3,290577,584,1491806,79,45079,234,3157913,234,1353329,919,61164662,153,476320,51,87500,291,72503,30,105808,280,450612,22,6822,31,157058,31,156312,213,120899,396,765707,659,4657164,32,520222,73,791841,62,240393,277,12009544,85,925096,17,457412,6,90252,31,723479,70,3002098,55,1030483,106,7527384,157,6865143,59,1315403,41,443053,39,139856,213,4271639,170,2202588,114,385381,218,1887289,87,1216013,135,-1419632,222,-203619,100,166311,9,5607,45,990509,69,1256185,10,181993,132,9876349,141,10058342,142,7029540,14,-34947,136,2478673,149,2443726,82,712593,10,41371,8,9306,393,133483,62,26459,22,57139
2395,6284,WA,1253,777,1231,65989290,977,13732576,865,909296,29,41984,899,14090880,25,78993,886,49930605,150,375042,6,23033,31,333972,70,395643,53,575583,12,251555,8,254345,714,1325582,110,50035,230,1611509,230,690787,1247,69214168,266,608582,82,102290,572,146063,56,87035,438,496704,16,3898,27,19919,15,44093,289,145127,536,209337,962,2639062,44,786354,78,448646,112,670549,262,6673622,60,276182,26,344877,2,11060,28,249241,73,942050,56,189350,102,2240873,162,4825537,66,595654,48,127877,44,24118,233,3662038,177,2046557,94,213112,230,1530963,102,824604,137,-953198,239,-128594,92,27955,37,30086,41,509523,99,262614,30,1640545,175,14962623,197,16603168,198,12721258,32,-89201,181,3825173,203,3735972,107,847833,13,50634,10,4903,601,194942,98,42231,31,25454
2396,6285,WA,6225,3193,6154,311267302,4757,63348727,4076,4166500,145,213027,4358,64592752,122,451153,4666,234508085,752,2785627,56,608128,100,1514375,421,2455145,226,2288147,38,269696,44,1130310,3467,5220675,364,325042,916,4574239,914,1963193,6198,324208210,1267,2894003,409,771376,2893,711021,260,422283,2309,2267673,93,41711,79,208707,61,245458,1327,582234,2421,897105,4571,11897754,197,3179039,459,3259497,168,-1213084,1114,32232761,243,1196900,88,1879586,20,698580,114,1683395,263,7305715,195,2152734,368,17217285,553,17509097,267,3469851,193,413553,180,609435,986,16880551,799,9589001,472,1448708,987,7764397,376,3391259,632,-5312814,1008,-1921555,438,306719,65,200257,125,1952541,344,869280,57,1527820,866,70926284,908,72454104,886,51449826,72,-766600,889,20679754,942,19913154,523,4120215,54,110064,57,42451,3135,1028988,355,147878,132,426660
2397,6286,WA,369,222,361,15536309,269,2988486,221,206783,13,17221,234,2965825,2,4984,222,10232212,29,152325,2,3413,8,70274,23,115724,21,247486,1,2929,4,61234,238,620794,38,22430,74,381581,74,159552,366,16258515,57,119980,15,25816,129,31008,11,14454,94,80336,7,1736,6,9765,3,2622,72,29094,140,104571,237,704602,9,202861,26,233259,44,340638,110,1810216,22,61754,5,7606,8,15709,8,78305,27,383986,15,56841,32,874822,36,831880,21,207120,16,60386,14,18655,83,1364153,62,501541,26,67385,90,555023,45,475973,45,-235769,90,240204,28,5686,2,620,9,224650,16,49380,11,716763,52,5629910,61,6346673,59,5477590,11,5269,52,814242,60,819511,25,113121,2,2115,1,190,188,61919,47,19805,11,33539
2398,6288,WA,342,193,338,15990358,263,3323111,223,215534,4,22196,243,3189593,5,9652,215,9887879,31,470339,4,7580,2,70443,18,108044,10,119714,1,838,1,33889,197,649554,34,12981,79,454096,79,194594,340,16750736,46,111779,13,42468,135,33756,5,1340,85,66283,2,680,10,29411,2,72729,61,22132,135,56539,245,566357,3,50531,21,207158,83,1253407,92,1924858,24,166438,3,294777,6,42268,9,88329,20,518372,17,105621,33,2595692,46,680942,11,25215,9,-11553,7,637,60,942813,30,306430,18,44333,58,408302,42,401367,19,-217619,61,183748,26,38714,7,57309,11,99310,21,29930,20,1751622,36,4156704,46,5908326,44,5040455,20,147872,34,592456,45,740328,31,143520,1,3388,1,2073,183,66088,35,16246,7,62853
2399,6290,WA,1000,604,988,40969278,715,7189381,585,514985,12,17912,619,7168075,5,22389,578,25999768,127,286080,12,56565,19,92404,65,421027,95,977279,10,92329,35,1070290,639,2110150,127,45402,263,1322657,263,566749,994,43186065,125,293549,36,69032,364,81897,31,52165,267,245415,28,10324,17,24496,30,119623,223,195321,442,215961,708,2092502,28,448540,64,567164,54,272359,276,4855113,80,147831,12,154549,3,18087,14,196187,64,1018707,45,185618,101,2234257,124,2586307,75,201725,60,70103,55,3134,171,2740861,102,912301,66,152372,170,1236342,89,934969,82,-495123,171,439846,81,203657,15,78289,29,706156,32,68988,16,524212,122,8793196,135,9317408,124,6324431,18,193992,122,2582017,137,2776009,73,502703,30,94800,10,13992,492,165173,113,47678,22,41614
2400,6302,WA,1997,1260,1961,107282655,1557,22654124,1350,1447407,53,68543,1399,21867708,23,68938,1353,74415997,232,1240526,28,248359,31,309606,118,680695,150,1531486,14,127645,43,1263348,1154,2190922,189,47310,544,2835100,540,1214642,1988,114401636,276,576156,87,291518,911,218747,47,120170,717,738487,48,10420,21,194373,29,195091,490,187005,849,332801,1491,4441708,102,1534951,156,1180332,276,10208238,495,9168365,127,318878,18,860990,27,462716,30,601250,136,1866433,99,376443,199,6464300,241,5073146,120,1579162,93,48649,87,376302,332,4854364,257,2471296,111,243677,330,2133689,144,1285982,192,-1280280,336,5702,130,266584,27,131315,75,1364446,91,208771,40,2144128,151,16502770,182,18646898,184,16493839,48,-480631,151,2387390,189,1906759,71,424889,41,103322,24,26325,899,288664,188,79545,54,424340
2401,6304,WA,920,614,909,49646263,743,10616316,616,671000,11,12848,649,10297641,16,66859,566,29523030,123,283713,13,87665,11,100024,63,387133,76,891697,11,78617,11,283183,562,2077684,130,62897,278,3148371,278,1349077,917,52794366,92,228597,28,109768,350,82794,15,12831,262,219551,15,1698,17,52947,12,61079,219,91248,335,121613,648,1974812,37,610554,55,572023,201,9064973,289,3266027,66,128803,5,281531,10,225399,18,157194,81,807657,69,175967,131,2688792,119,3429418,69,116098,57,37329,50,5143,147,2263086,99,1039902,48,105998,144,1045977,72,614821,76,-543612,148,71209,61,131065,15,54708,47,923314,36,62544,27,2932137,59,23592768,84,26524905,90,25169502,32,80722,62,1166168,92,1246890,36,389791,13,18283,12,12885,443,142415,115,45210,23,46128
2402,6306,WA,572,374,558,31554399,461,6751184,397,429315,9,11254,420,6443605,9,30841,350,14611164,57,100473,3,9880,3,18362,40,228611,29,316415,2,14819,3,34027,343,853667,145,34419,197,1880407,197,805809,567,34166241,71,173778,15,43426,239,58794,10,11726,193,138902,9,2149,10,19277,12,29901,150,42488,184,95797,407,1682933,16,258866,29,398622,167,10496996,226,3785012,55,169202,4,90249,2,61704,4,29190,48,325147,34,73070,74,938536,90,1429175,44,9890,45,9870,43,1602,88,1497561,60,582743,37,50482,87,660298,51,382764,36,-178726,87,204038,48,24908,7,1006,43,962262,33,104433,10,1145043,30,1927781,40,3072824,40,2291144,11,229230,30,459362,41,688592,21,151100,3,4280,5,6568,267,85486,61,27044,6,5188
2403,6308,WA,899,571,886,50412129,722,10900260,629,703580,15,19975,663,10566252,14,75953,594,28955135,113,488299,4,28921,9,41131,59,313517,40,419263,7,17948,7,130532,588,1402392,167,53024,256,2978461,256,1276228,898,54244453,139,313408,44,130143,399,93608,20,32960,302,258681,15,3537,16,30339,7,32281,171,50374,338,187053,661,2855647,51,590674,65,611285,248,12155165,291,4720072,72,133976,10,233072,7,77949,8,21033,55,375917,42,77984,96,2339789,133,1576248,65,84115,62,15281,52,15898,127,2364572,100,1006300,42,91799,123,903644,69,727620,59,-364791,128,362829,60,22821,7,70834,58,1629483,44,92231,18,1603341,52,4549599,68,6152940,69,4998561,18,86583,53,1031540,69,1118123,36,264205,6,3917,8,3544,396,126669,92,37203,12,14871
2404,6309,WA,169,103,168,12126913,134,3173784,112,167358,2,8614,120,2823006,0,0,119,5477462,20,25150,2,35600,4,56039,7,33130,7,102536,0,0,1,25454,105,185877,26,4832,46,234694,46,100571,169,12564658,20,50288,5,13468,81,17792,3,2377,56,33100,1,3358,0,0,1,1100,29,7138,47,16581,118,404831,6,107297,12,88527,59,5380041,59,769956,9,4640,1,39875,4,105045,3,32339,10,214038,7,58193,13,446545,26,176776,7,11355,6,4937,6,1102,19,150676,9,93954,7,12282,17,61163,13,29037,6,-45760,19,-16723,11,357,3,62086,12,239700,10,19929,4,49601,17,2566116,20,2615717,20,2221618,4,-97320,17,493798,20,396478,8,100850,1,2253,3,1702,76,23305,19,7961,8,46072
2405,6311,WA,295,185,287,14548712,228,2823222,200,196407,6,5609,206,2667363,6,20201,208,10215903,53,87447,2,2043,3,26343,11,69730,23,220943,1,5355,2,56766,173,234030,24,2677,71,280650,71,120259,293,15396635,52,136435,19,80169,159,40422,13,24282,119,80862,7,457,1,20,2,12678,58,11692,104,27954,214,647286,20,273630,9,55662,60,2838147,76,979238,12,28055,0,0,1,510,1,10118,17,87525,11,6674,25,247068,29,301482,11,12176,9,1137,5,116,40,413099,24,182436,13,29226,40,211158,23,111614,17,-121335,40,-9721,27,27052,4,27089,9,201329,15,29131,6,69910,15,3468302,19,3538212,19,3709514,7,-85214,15,429947,19,344733,11,63857,3,4907,1,353,142,43327,34,14926,7,27068
2406,6312,WA,2685,1586,2660,142222382,2233,28337919,1953,1946259,48,61735,2049,28608552,35,119598,2058,102194251,495,865307,24,224319,22,305125,177,1013906,133,1473863,10,100566,20,407785,1576,2782870,252,57432,629,3318351,629,1422188,2678,150259643,511,1008050,161,329528,1506,372366,95,199706,1137,1043418,38,16408,29,78358,37,107533,728,309660,1082,367992,2138,5834053,125,1948226,246,2729045,273,8392777,676,20493530,173,590714,5,101280,28,359223,14,49356,156,1748555,125,428268,210,6017589,273,3755785,132,391298,111,50436,107,23663,472,6531965,353,3316051,120,276735,473,3189918,218,1293455,258,-1544194,476,-250739,197,194605,25,99358,88,1610528,167,382026,25,2577065,135,10737100,154,13314165,142,10089978,25,158166,135,2912938,154,3071104,92,664844,21,40231,28,15114,1389,441769,234,98499,49,175609
2407,6313,WA,90,50,89,6179901,71,1515752,70,90899,0,0,70,1387753,1,3170,60,3091572,21,41119,1,230,0,0,1,2947,0,0,0,0,1,17952,45,75091,9,7012,20,210917,20,90386,89,6513603,15,20890,5,16598,48,10809,2,639,38,24908,0,0,1,2532,3,304,20,4713,28,12584,67,327746,2,29003,9,93799,29,2155499,33,327709,11,42674,0,0,2,37271,1,471,3,32693,3,7200,3,65381,7,79617,2,11,2,11,3,66859,21,343535,14,108880,3,12629,21,117893,9,157672,12,-53539,21,104133,5,1703,0,0,8,221559,2,12210,0,0,4,155227,4,155227,4,74102,0,0,4,82145,4,82145,3,17237,1,1795,1,796,37,11803,14,6205,1,2720
2408,6315,WA,1273,788,1237,64135699,1013,12837690,889,870738,18,27377,928,12321968,16,62699,865,38798370,203,467010,9,48954,10,72059,71,457581,82,940514,5,51622,11,178422,773,1619232,133,65267,326,1644758,326,704511,1262,71169226,276,619679,68,208155,620,159029,28,37987,476,405639,23,7557,33,18972,20,92012,283,120667,449,166915,960,4890148,42,529805,95,1109544,256,12585468,399,9075478,85,243366,2,31287,5,93706,15,111190,80,1409787,61,329316,126,3914157,168,2476069,63,117066,58,15852,49,14428,177,2633642,142,1194773,54,143588,182,1183883,77,702507,108,-591109,185,111398,72,83229,12,62575,92,2893782,75,159622,24,2614570,81,7342202,101,9956772,102,7590199,25,262898,84,1984133,104,2247031,49,397405,9,18143,8,10220,650,208145,153,66756,15,41816
2409,6316,WA,211,140,205,12508098,175,2738503,150,171149,1,569,156,2453344,3,11304,131,5329774,28,59148,1,6242,1,4385,13,89881,8,102305,2,147631,2,61341,132,232885,32,3440,62,222753,62,95451,209,13414580,26,47736,13,56537,88,23514,5,2792,55,45856,4,2899,4,34,5,11803,37,13371,53,15371,150,854774,7,98523,18,167883,83,5532361,65,1252229,13,7317,1,19217,2,24596,0,0,6,8455,6,1677,17,85896,32,356085,9,3422,9,3422,8,6730,36,534228,27,231875,4,12522,35,206893,23,174256,13,-91318,36,82938,13,614,1,5316,24,622364,6,10950,4,128214,9,650092,11,778306,13,565653,7,-49818,8,261629,13,211811,4,67430,3,26085,0,0,97,29177,22,10053,5,36458
2410,6317,WA,2336,1163,2306,113717155,1914,21295162,1672,1533020,38,57917,1766,21166246,32,128027,1827,83390456,434,653424,17,183339,60,234804,204,1161909,121,1264174,8,83110,10,215563,1224,2057170,231,62693,490,2095112,489,886209,2330,121479713,374,826967,146,346508,1372,341523,69,120638,1009,882988,16,6158,24,39104,25,78102,524,177220,969,273987,1910,4944902,93,1525887,162,1336017,242,14379774,483,12138299,133,318836,7,402168,7,45559,9,39693,74,950872,62,189214,123,2862073,226,3358984,80,45186,73,12966,67,1972,310,4589911,238,1936061,129,212332,311,2075788,150,1215749,164,-850019,314,365730,100,67570,21,63219,96,1604603,118,246240,18,2404909,84,23252717,96,25657626,95,23534799,19,115817,87,2021667,100,2137484,53,531691,12,25038,30,23963,1284,423103,205,91070,47,70026
2411,6318,WA,286,170,278,17789101,220,4388797,195,252090,6,8704,204,4017978,4,29494,172,6830149,38,80610,2,4434,3,34747,23,135268,11,160967,1,96,3,60742,169,358107,35,13898,76,746616,76,319961,281,18587089,37,85388,12,33837,115,27207,4,8594,86,66633,6,4513,2,7662,11,47379,64,16395,75,28936,199,665747,7,109590,20,111180,91,8058635,108,1553701,33,54435,1,19470,4,62380,3,19992,25,150191,19,37425,38,378799,44,776062,12,5726,14,-8958,11,912,59,1048832,45,444784,10,32840,60,401176,38,263369,23,-93337,61,170032,19,39454,1,264,18,305784,16,33419,10,1340636,19,3199779,27,4540415,28,3861891,11,295559,20,416996,29,712555,15,175027,0,0,5,2217,121,39431,32,14126,5,24298
2412,6320,WA,358,258,345,18420895,283,3788556,237,247523,4,6891,254,3284045,7,36348,206,8725516,35,45796,2,11383,0,0,17,165243,19,182088,1,12576,4,58157,229,504188,63,17939,123,692686,122,296836,355,20037813,51,107942,11,7900,132,34956,2,7622,102,94031,2,561,5,7556,6,34576,70,20789,89,27934,233,1019173,8,124862,20,182029,138,7630590,127,1528698,26,17257,0,0,0,0,6,21078,22,28621,18,4773,35,179923,60,491743,27,30931,25,5213,21,1003,60,801655,46,391039,12,36766,61,398977,30,169001,31,-194128,61,-25127,13,14027,3,1160,33,642688,17,32618,8,1077074,21,1611650,26,2688724,28,2001389,13,228712,22,443929,32,672641,19,118844,3,4860,5,9118,156,49843,20,7861,5,30314
2413,6321,WA,314,157,302,13439743,237,2553854,177,166330,5,9347,190,2200350,2,7172,179,7568577,26,23660,1,20068,1,3659,20,105871,24,298419,3,8564,3,39996,180,165796,31,4642,102,276159,100,118321,311,14301678,52,111542,10,18740,118,31437,3,13129,97,74523,4,214,1,80,5,20618,71,19766,91,33432,211,563072,3,16938,20,84473,98,3617086,107,1468102,25,67309,2,20901,2,2385,4,5108,17,11893,12,872,27,29659,41,712822,13,22155,10,3273,8,48,46,346458,34,217745,10,22047,47,191841,15,48155,32,-133330,47,-85175,21,5546,5,13496,12,209832,25,29759,12,1823753,18,892877,27,2716630,28,2109777,13,196865,21,404600,31,601465,13,79977,3,1659,1,1155,172,52196,39,16048,4,142330
2414,6322,WA,141,78,137,6116049,111,1153917,90,80886,2,3055,96,1038135,2,4785,82,3254889,17,41855,0,0,0,0,12,71837,12,145096,1,5626,0,0,83,197937,22,6952,67,261302,67,111967,141,6792011,20,70434,5,9541,54,17958,2,2582,35,62835,1,65,0,0,2,4811,32,7170,40,9941,93,580115,3,48364,8,133258,57,1899855,55,558793,17,18911,1,6120,1,4562,0,0,13,94457,9,11539,19,216621,17,48769,13,160604,9,513,9,39825,15,148852,7,59363,8,15549,14,80395,9,42366,6,-48821,15,-6455,11,1316,3,17456,14,383241,7,11230,2,212600,8,322107,8,534707,8,494666,2,-8163,8,50553,8,42390,4,22291,0,0,2,467,71,23971,21,9003,1,20
2415,6323,WA,522,255,513,23525026,395,4419770,340,314888,8,6636,349,4327675,0,0,351,16718277,74,250504,4,40592,9,77575,43,312140,48,518232,9,92179,12,330871,275,408072,37,4974,184,550253,182,235310,516,24738203,111,234741,22,78867,243,66783,18,28793,184,173967,9,1042,8,10006,6,12870,125,37108,207,58449,386,1030841,20,273407,37,293242,77,1769743,104,1977963,27,50107,2,32549,8,49486,9,37323,40,317962,24,49797,43,710524,39,283668,28,108560,19,20130,14,2739,70,973177,51,439305,32,81477,69,414972,34,210636,38,-173213,72,37423,28,56295,12,176957,14,286390,20,41312,21,1051419,41,2142713,57,3194132,57,2682915,24,-87570,41,613100,59,525530,23,137675,14,30959,8,4831,268,86055,55,21916,11,17404
2416,6324,WA,2002,1020,1965,87434284,1501,16040954,1279,1155637,29,41864,1333,15899553,19,87407,1367,60589841,279,1170719,20,206077,24,298793,194,1125067,145,1481353,17,216517,27,472490,1135,2635300,186,61860,758,2110842,745,903963,1995,91923895,335,811518,80,165764,923,238152,51,78169,659,521661,38,13387,20,52604,20,80015,537,193451,790,241700,1443,3353727,74,1223206,138,1260551,330,4824524,432,8964370,93,292735,29,456399,19,318434,24,173711,103,1653774,74,379043,150,5861881,196,3245606,93,633172,62,74273,55,54951,318,4371670,244,2270848,120,266332,312,1965810,132,1064824,187,-1196144,319,-131320,121,215528,35,72026,41,785935,79,161938,52,2767541,176,11189226,217,13956767,227,11057492,64,-610951,184,3359084,230,2748133,105,662064,23,51352,15,7683,1028,336223,175,72154,38,185574
2417,6326,WA,328,186,313,12212100,222,2215809,166,153248,4,5269,183,2216691,4,9934,182,8490420,33,66239,1,35560,5,114206,13,88478,29,286551,0,0,1,43492,188,368935,38,19416,102,447224,102,191647,324,12990676,43,88134,11,11973,116,28421,10,18436,89,82957,3,788,1,120,2,21684,55,16373,100,42362,202,433253,8,129119,14,82183,108,-529422,124,2188551,23,69974,1,10674,7,55412,8,24162,21,128439,11,12327,27,377847,35,1008124,26,226418,12,110613,9,9672,46,609845,38,340504,13,27986,46,290302,22,100007,26,-148954,48,-48947,31,41258,2,230,7,96957,13,23356,21,1706806,34,1752004,45,3458810,49,2823659,23,-179439,36,854349,49,674910,23,154011,1,4349,2,642,153,45490,31,13471,5,37929
2418,6327,WA,126,51,124,5852872,89,1194507,75,78368,2,6267,82,1166529,0,0,63,2969725,16,10796,0,0,1,851,10,71167,7,104170,1,12720,3,58310,70,220749,13,1254,25,409294,25,175405,125,6441113,25,55918,2,868,49,11253,6,9554,36,36165,5,376,1,120,2,3655,32,9687,44,16291,82,340542,2,33256,4,3809,44,783025,45,720720,5,74097,0,0,2,20345,2,26504,4,243507,3,60500,5,493509,14,247088,6,27000,3,577,2,62,14,316517,8,108241,4,7512,15,112856,8,119909,7,-32001,15,87908,6,2977,2,4534,6,192000,3,4203,9,1359762,8,498450,16,1920573,16,1639206,10,246366,8,33668,16,280034,7,24331,4,7104,1,5485,58,19971,8,3630,0,0
2419,6328,WA,280,166,271,14414940,217,3088686,185,198168,1,870,197,2943560,2,6021,163,6083794,18,33537,1,353,2,10381,15,103312,10,101486,2,10096,3,67675,171,271336,49,11300,75,588411,75,252156,279,16046190,47,113166,7,3645,107,24363,4,11978,72,58941,3,1477,2,40,5,1966,47,22469,79,32383,183,591483,5,80891,14,204835,111,7137718,109,2291502,20,116319,2,30832,3,91394,3,23233,21,192011,16,18601,28,3910231,32,325188,12,327,12,327,12,53,50,654961,40,334774,22,36530,50,345354,23,83709,27,-145406,50,-61697,10,5956,3,12072,19,289455,14,30910,8,1441619,14,520943,18,1962562,18,1790005,8,-111903,14,270328,18,158425,8,45014,1,1313,4,1364,137,43473,20,8935,1,576
