,"Taxation statistics 2016–17 Individuals: Selected items, by taxable status, state/territory1 and postcode, 2016–17 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152
3930,Taxable,SA,5074,5145,5145,315732086,5145,62533336.93,4741,5878751.16,47,46608.35,4742,5925359.51,5145,65968723.38,301,1163118.93,4457,260099233,4419,60012868,808,2181715,69,1350534,60,783779,262,1235181,148,1354477,56,556077,162,6080466,3179,3105160,338,215916,899,4609759,895,1941159,5145,328181105,1721,3624126,433,481182,2748,723385,232,491673,3313,3403866,3916,8724232,136,42477,130,140000,102,193406,1964,649441,2422,712898,4500,12421605,348,7737312,114,1865358,529,5420723,15,98220,735,25237938,272,1692104.75,45,909631,3,29058,57,379470,261,3362199,261,865296.53,332,7515365,302,6836154,225,548308,181,140554,162,34643.98,892,14497549,727,6497333,425,953403,905,7144260,392,3327271,521,-3424718,913,-97447,113,798091,34,284187,78,1230695,315,684960,7,201791,450,27503107,456,27704898,432,15529354,8,-33639,460,12010988,467,11977349,403,2365761.28,186,599114.44,464,173653.37,3482,1104075.23,3639,3291,2191200,219,69596.94,568,206313.82
3931,Taxable,SA,5075,4567,4567,286611690,4566,57385821.54,4265,5384718.67,37,39943.63,4265,5424544.89,4567,60098072.96,240,921015.12,3905,234355912,3862,55044536,743,2307706,64,1143653,61,834259,179,836374,159,1245840,60,615778,203,8291703,2795,2644865,384,312438,949,6050746,946,2496089,4567,298152793,1451,3085618,361,491655,2389,612502,172,381833,2840,2946470,3445,7518078,133,45219,96,222575,128,253860,1801,667771,2090,628749,4005,11529589,279,6214997,102,1815745,578,6194611,21,553219,736,21837209,255,751566.94,37,574764,2,464,60,353566,284,3291667,284,806201.06,357,7466814,319,6011465,248,740441,214,182246,201,33582.08,856,14086554,714,7045359,384,1096754,867,7010670,328,2839757,544,-3905986,874,-1066229,99,458411,36,324240,80,1379900,311,797825,6,115709,360,21140059,366,21255768,352,12814949,8,84233,367,8148424,375,8232657,310,1477794.16,227,788719.34,410,159647.73,2997,941018.74,3390,3054,2134530,240,84875.78,543,202979.25
3932,Taxable,SA,5076,4491,4491,306805858,4490,66154822.19,4255,5883221.38,40,44798.4,4255,5924376.67,4491,69753723.47,252,972197.55,3793,240595078,3741,59118658,729,2297082,61,1014070,52,942134,171,766836,115,877062,63,662324,159,6816646,2748,3022672,396,166133,992,7916871,986,3257058,4491,319112975,1443,3097607,349,445286,2167,562095,137,239697,2764,3107018,3302,7451703,140,36791,108,182437,126,312434,1837,682311,2071,702145,3935,12252068,278,6396677,107,1831000,656,7958070,16,289752,863,29199083,323,2018016.57,45,919757,2,18671,54,860678,320,6941979,320,2239254.16,396,14508581,345,6301285,277,944360,237,176086,217,164372.94,913,14560426,781,7830337,446,1092332,914,7473060,322,2148930,599,-3984233,923,-1835303,95,585945,46,585594,110,1866879,371,990304,7,120290,364,23874045,371,23994335,362,13324171,8,66990,377,10091007,385,10157997,324,1990752.11,190,708080.78,461,196685.36,2725,859717.04,3662,3199,2262199,240,115689.11,620,245735.66
3933,Taxable,SA,5081,4660,4660,549339792,4659,163953270.99,4383,10604215.58,60,84699.8,4384,10688915.38,4660,174146176.73,346,1656809.53,3486,276847600,3393,80363592.96,603,2891564,48,1054382,58,1752830,141,643762,84,700445,77,1599376,218,11835112,3171,8380426,713,1190316,1541,40114932,1540,16935952,4660,576484211,1250,3341872,438,743241,1490,377662,164,354277,2493,3878917,2896,8695969,132,49215,186,1085169,366,1452741,1823,2631805,1989,1577736,3988,26312131,394,9180988,166,3205995,765,15310147,55,1577919,1416,112484894,709,13892559.39,41,1262433,11,560870,51,1351609,563,30603340,563,11787763.22,726,68618227,547,17223719,515,3267459,471,1860522,418,343322.25,1075,24883624,850,11659620,544,2018119,1085,13193703,459,4682029,633,-6669847,1093,-1987818,166,408493,70,477731,321,8409962,506,2396842,20,1290952,523,204941494,539,206232446,506,149550310,28,-275377,536,56472129,558,56196752,480,21271934.36,266,1297081.43,561,320331,2145,674656.51,3936,3175,2424282,283,115120.64,1262,703723.8
3934,Taxable,SA,5082,7196,7196,540256997,7195,124221230.02,6733,10268419.45,116,130767.24,6735,10396912.01,7196,131388761.94,553,2328219.89,6209,425159559,6143,109934426,1105,3876338,108,1657373,105,1695319,335,1548140,119,904900,84,1260042,231,10646960,4351,4615025,659,464399,1562,13400377,1559,5602862,7196,563026197,2301,4926007,728,858166,3277,882749,285,514897,4601,5581342,5361,12763161,258,108571,202,472966,267,536640,2759,1427875,3289,1254945,6277,22582332,533,11958891,238,3990921,1035,14427651,27,668327,1288,54624275,545,4704246.56,63,1350476,8,47092,90,746278,490,7137091,490,1945863.73,613,15743751,549,12076994,428,1534904,387,416782,361,135316.98,1522,27379703,1262,14567227,770,2163116,1530,13933258,584,4399199,957,-7683097,1541,-3283898,191,774652,66,706856,186,4030889,656,1948563,19,892528,681,61476295,699,62368823,670,36918813,21,223913,691,24904004,711,25127917,602,6417806.64,271,1043641.66,701,311374.91,4133,1279407.9,5355,4584,3046619,483,161701.38,1421,589711.11
3935,Taxable,SA,5083,3481,3481,242742174,3481,52689492.2,3289,4609958.89,48,50163.58,3289,4660118.83,3481,55731413.55,246,1010053.76,3078,203302437,3059,50961092.15,616,1623123,69,1416727,54,971047,149,757992,71,574145,42,403279,108,4469939,2111,2139658,303,163923,745,5125935,744,2072203,3481,252643629,1174,2306849,330,446730,1800,461382,138,263835,2380,2690005,2749,6168801,104,56224,82,190441,110,403735,1373,499236,1687,557086,3129,9760751,284,5950755,97,1524505,501,4926998,8,243973,505,16326659,213,936256.02,39,812728,1,1265,34,257949,217,2755237,217,734501.45,295,8468022,264,4062660,194,344747,185,182648,170,24724.19,648,10775676,577,6496090,346,897205,663,5663268,204,1283316,461,-3564203,665,-2280887,73,217714,43,326376,66,1130567,279,747753,7,255607,320,21869356,326,22124963,303,12460056,10,23243,321,9593074,330,9616317,284,2115896.2,123,417874.97,310,130411.77,2092,641647.85,2558,2267,1502546,193,67128.54,561,223717.19
3936,Taxable,SA,5084,3394,3394,178116349,3393,31053772,2888,3078185.04,44,47927.2,2888,3126093.99,3394,32814057.92,202,743999.78,2998,156716620,2980,34217490.54,580,1592361,38,343720,36,142481,374,1815200,52,532843,18,179362,39,1278285,1620,851486,97,63146,289,1129221,288,472243,3394,184605727,1031,1902124,241,308160,2128,611083,145,215004,2159,1994473,2672,5030844,74,31610,38,14421,33,72034,968,349630,1620,307813,2901,6449826,177,3991957,52,840532,223,1562797,9,1077619,260,7014732,87,194204.22,56,967073,0,0,27,148770,97,1173689,97,218676.24,113,4270796,86,1228672,77,243341,69,63828,63,46625.12,421,6919795,362,3811463,179,517993,419,3477477,159,1040369,264,-1927507,424,-887138,42,387265,17,109574,17,338109,165,301165,14,621807,444,19794983,456,20416790,431,11318186,15,341642,447,8708870,460,9050512,421,1143570,48,131819.54,401,105512.26,2623,865785.92,1455,1281,721079,141,42949.43,168,49209.95
3937,Taxable,SA,5085,8395,8395,522553176,8394,104180115.22,7585,9549893.9,99,103637.25,7586,9653509.17,8395,110331784.47,664,2537031.08,7572,462614182,7517,109720963.03,1609,4101176,128,1771864,145,1096638,488,2407768,184,1781144,59,701041,164,6079007,4631,2817425,361,171964,1084,5074740,1084,2112750,8395,542424462,2926,5680899,803,979606,5111,1417711,435,829294,5700,6085249,6830,14992759,226,90050,149,215704,109,265938,2890,1156957,4010,944494,7475,19764189,669,14565584,202,3266612,789,6437982,14,356875,788,25798200,283,1124762.84,87,1734459,3,16581,76,707966,298,3351678,298,894452.11,376,7290724,397,7382334,250,1273501,219,776253,210,142230.1,1269,20791366,1176,12202332,666,2065952,1290,10439440,347,2460244,949,-6376602,1296,-3916358,109,379874,66,349101,75,976845,554,1069372,25,396862,730,48998502,755,49395364,722,29710986,28,246702,745,18997002,773,19243704,662,3660507.51,178,580371.65,752,291379.5,5550,1716659.86,5225,4668,2741879,461,142924.66,863,289902.95
3938,Taxable,SA,5086,6718,6718,402987075,6718,77905935.34,6159,7439721.42,81,84413.6,6159,7520398.35,6718,82514164.74,404,1486091.06,6106,362299954,6082,83185494.72,1155,2868086,101,1240077,81,766012,406,1867496,171,1678568,63,532048,136,5198445,3716,2544168,332,158821,941,3110486,941,1286088,6718,418620624,2304,4258416,671,703062,4047,1094271,367,631017,4528,4558503,5487,11245269,207,73120,110,184743,108,206632,2495,999683,3270,815721,6044,15606711,577,12895833,148,2715324,739,6954426,6,7098,592,14516262,241,842916.27,71,1792030,1,5565,65,553710,262,3039732,262,744636.58,322,6344835,314,5017993,224,821981,190,186990,170,100708.22,1035,15699645,958,9514306,572,1553712,1053,8222976,290,1561610,767,-5152959,1058,-3591349,104,747501,46,397865,70,1144255,460,899618,21,538801,584,39880590,605,40419391,572,24890400,22,66709,593,15135801,615,15202510,526,3128184.17,160,480959.68,523,186921.54,4597,1426495.8,4292,3829,2252171,369,124928.11,617,184531.01
3939,Taxable,SA,5087,4763,4761,292280266,4763,57688868.92,4350,5384804.02,59,63614.34,4351,5448413.78,4763,61022709.53,357,1372233.28,4263,254608184,4235,59853962.29,863,1974562,57,700248,63,573023,287,1376464,112,892655,51,429763,144,5187376,2843,2089270,298,152273,716,3260828,713,1364240,4761,303328239,1610,3080507,445,537609,2662,713879,228,445263,3127,3360283,3747,8137541,146,64191,82,61013,107,185011,1708,651850,2256,594714,4203,11024017,346,7442981,115,1836237,452,3734383,12,351871,493,13846616,180,990421.33,52,1135002,4,38331,38,343346,197,1735314,196,434461.85,238,3673517,206,2562131,213,857290,174,251532,167,85918.31,747,10917608,670,6140592,361,942978,764,5665693,271,1508303,494,-3339958,765,-1831655,55,448608,32,208087,52,796703,297,516952,13,273550,433,63206662,444,63480212,418,50651941,15,192267,440,12339830,453,12532097,408,2665134.52,164,483827.92,384,138842.49,3146,988182,3141,2782,1679987,300,102958.16,471,148592.48
3940,Taxable,SA,5088,1396,1396,77314032,1396,13922895.04,1266,1414749.93,11,15096.6,1267,1429846.53,1396,14744348.87,80,290288.22,1270,69445701,1262,15342015.4,285,647896,19,260496,14,142638,89,405406,42,319480,10,98308,25,998355,761,391501,60,4310,155,573567,155,225991,1396,80147661,472,910514,111,154172,877,241515,48,89928,919,793766,1130,2189895,44,11897,17,7083,10,7446,498,172318,678,137182,1234,2833629,113,2529514,35,598047,127,909840,1,29349,107,2967900,34,139861.35,8,139225,1,19,13,177865,35,341719,35,85555.63,48,790027,56,766437,32,56607,25,10440,21,7083.53,165,2761361,154,1366062,86,221654,168,1496926,43,475912,126,-799193,169,-323281,19,17998,6,113402,13,197612,71,105962,2,1117,130,5725510,132,5726627,127,2911093,2,1051,130,2777940,132,2778991,115,436856,30,84978.97,115,38564.01,1049,325791.64,824,754,433753,71,19859.5,71,19963.03
3941,Taxable,SA,5089,3246,3246,222315801,3244,47662616.17,3062,4241286.47,42,56526.43,3063,4297725.92,3246,50193263.42,162,556763.27,2767,177976981,2729,43882853.18,523,2021683,49,706321,41,859749,124,619772,91,659594,42,637129,132,5967160,1878,1861357,288,191177,685,5498680,685,2272558,3246,231137682,1065,2447971,260,318636,1649,419203,107,196986,2045,2099397,2439,5482193,104,42572,72,52026,98,152118,1317,490724,1471,456563,2887,8767766,189,4011167,84,1334847,513,6295372,6,-9596,554,18327142,229,1011361.43,16,225711,1,4647,28,248745,197,2678316,197,739072.51,248,6996972,239,5380652,190,347825,168,115656,159,32236.79,643,9830447,557,5443767,374,856691,654,5073885,221,1489643,434,-3033539,657,-1543896,53,400784,29,169124,82,1574028,238,510238,5,48325,274,21805252,278,21853577,268,12603071,4,-10433,280,9072793,284,9062360,242,2018441.95,149,622697.8,295,138837.83,1919,598250.08,2501,2191,1550617,210,112882.36,451,185744.69
3942,Taxable,SA,5090,2951,2951,173899901,2951,32892147.94,2724,3233348.77,29,31059.63,2724,3264054.37,2951,34539073.49,151,577225.27,2558,149841169,2537,34420230,558,1086707,47,487688,43,637495,157,726934,154,1225160,25,260748,139,5194705,1765,1392472,195,75743,518,2393505,518,1012132,2951,180685380,986,1848919,232,314999,1777,470761,94,147533,1907,1903463,2323,4685675,89,32722,49,41169,57,131188,1146,422909,1504,369623,2661,6783291,227,4935107,63,1074741,319,3085350,3,7682,308,7820262,116,364710.16,19,557610,1,227,29,229306,140,1737816,140,379307.62,183,3807208,146,1955273,120,475903,92,162658,88,23894.39,408,5574118,376,3169442,218,501298,413,2974644,140,657327,273,-1728593,414,-1071266,40,165343,14,111480,48,701675,148,373214,7,49873,211,50070799,218,50120672,210,44319536,9,29318,214,5630126,223,5659444,187,1028831.08,146,490912.91,230,90097.13,2042,634576.18,2056,1845,1222821,170,83370.87,230,63420.2
3943,Taxable,SA,5091,3540,3540,226790736,3537,46112720.46,3318,4271365.8,43,48709.43,3321,4319971.18,3540,48348769.77,171,576664.88,3052,189383472,3028,45048045,686,1796787,59,964876,57,575810,119,569600,153,1138240,41,440281,172,7557441,2031,1588844,249,113382,596,3255942,595,1373756,3540,235360257,1181,2379988,336,492426,2026,531369,111,200334,2290,2375413,2714,5979530,111,51068,60,66297,60,74279,1412,480602,1713,476018,3134,8526715,221,4935305,87,1254122,449,4481250,11,192193,419,12808039,188,825505.29,31,735724,0,0,28,221221,178,2560561,178,694147.54,216,5489879,199,2488192,150,573304,124,114272,116,64050.44,578,8319795,522,5238282,316,847095,586,4202769,161,954010,427,-2922361,590,-1968351,62,264341,22,148179,61,877648,223,511786,5,418961,260,24242007,265,24660968,256,14900840,5,237124,268,9312153,273,9549277,243,1846827.83,185,742164.7,294,139035.07,2249,691525.58,2549,2231,1529071,173,78625.48,343,118296.34
3944,Taxable,SA,5092,7492,7492,437223997,7492,82355801.36,6935,8157004.95,72,91997.72,6935,8247467.26,7492,86957629.45,357,1193634.19,6779,391005570,6748,88499275.15,1411,3411381,112,1513790,128,1147280,427,1875692,246,1860448,85,859206,236,9374132,4091,2335907,437,140662,1069,4349060,1067,1832990,7492,452604262,2461,4564182,638,937664,4689,1227663,277,417893,4966,4703152,6033,11850554,213,61173,111,106678,117,179129,2957,862161,3620,812576,6664,15227940,462,10090726,166,2492493,909,8696270,7,10417,663,13166117,259,336107.18,86,1447690,5,12519,78,368234,279,2683776,279,543282.63,352,6328678,371,5556334,296,726241,239,139115,222,71170.36,994,14112460,923,8487334,532,1230521,997,7353268,298,1676450,709,-4635113,1008,-2958663,97,230771,47,125663,73,689437,368,643319,15,411334,553,34269051,568,34680385,563,19515813,19,185148,564,14814719,582,14999867,493,2469765.26,272,932639.05,550,204268.12,5224,1622616.35,4876,4268,2720248,439,195653.42,517,152255.11
3945,Taxable,SA,5093,3505,3505,200785784,3505,37052840.92,3256,3729274.32,61,69133.36,3256,3797550.78,3505,39213233.14,188,649289.01,3134,179065777,3116,40210971,688,1790018,50,754652,58,637784,222,1022259,107,848129,30,281360,90,3495282,1873,983778,160,93995,425,1060628,423,434163,3505,208309904,1164,2333930,314,493976,2212,612006,134,187405,2325,2246791,2814,5874108,94,29877,48,27494,38,74609,1314,413819,1779,377149,3101,7510466,247,5784739,69,1163368,322,2874445,0,0,317,6901801,129,164844.56,45,679230,2,6,39,206050,119,1410046,119,307509.25,137,2832788,126,2187665,119,303590,103,80628,100,28169.31,428,6301389,383,3277587,235,495879,438,3293088,144,1098994,295,-1864159,439,-765165,45,247401,23,127258,35,434741,173,266911,5,100002,285,16713740,290,16813742,282,9023209,5,6260,293,7749851,297,7756111,250,1267075.84,109,347808.47,282,110755.43,2476,757197.4,2129,1898,1162369,179,69152.66,228,60353.3
3946,Taxable,SA,5094,356,356,22269186,356,4786342.85,309,401878.56,6,7951.19,309,409829.75,356,5128968.95,10,38064.03,319,16411279,316,3541482,73,251082,5,41014,5,20455,35,160238,9,71173,1,8699,4,154842,184,104310,18,17156,40,465072,40,174539,356,23028940,116,269481,24,57811,237,73119,15,20538,225,216489,285,637438,7,926,8,588,3,671,126,31625,180,46470,311,759754,15,326684,4,91266,24,168933,2,-66146,31,3993258,8,78247.03,7,172806,0,0,8,61603,9,160470,9,52189.23,10,465754,13,281941,5,6451,4,301,4,52.47,44,689338,41,345956,17,60988,44,317307,11,179305,33,-214218,44,-34913,5,554,2,12817,2,11000,24,30544,0,0,40,3488973,40,3488973,38,2580987,0,0,42,842181,42,842181,31,133116.48,5,16788,26,7860.03,273,88529,162,138,79260,9,3244.87,20,8077.66
3947,Taxable,SA,5095,9174,9174,574930653,9174,115563668.49,8132,10223283.27,135,165197.94,8134,10388481.21,9174,122276734.6,547,2010662.08,8340,513098015,8265,121448984.51,1879,5306107,144,1858705,151,2555365,503,2536436,178,1471652,80,841649,127,4702454,4882,2734737,370,193367,1045,4667050,1043,1900749,9174,597779138,3247,6695470,925,1386083,5757,1639600,418,804803,6155,6667701,7437,17193657,289,135305,125,185926,99,193864,3235,1106318,4445,1110349,8093,22728332,530,12213442,238,3844225,905,7600151,45,1817502,885,30113813,251,1162757.32,75,2672860,8,92639,87,484435,275,2620765,274,637611.36,351,8013419,372,7595993,240,1444456,190,366282,169,161170.23,1584,25205190,1473,15790069,919,3057887,1601,13551369,418,2416449,1188,-9610584,1606,-7194135,128,849098,37,267275,84,1506453,596,1264638,26,2328041,659,54923766,685,57251722,655,37387901,30,746062,671,18787636,701,19533698,591,4017939.67,159,434329.16,777,329420.96,6052,1871444.34,5339,4736,2777552,470,147069.63,868,285239.06
3948,Taxable,SA,5096,5734,5734,330628409,5734,62008448.42,5265,6110240.33,71,96796.12,5265,6206757.66,5734,65524525.97,226,780706.02,5102,285304981,5066,63408881.62,1118,2837606,70,985985,82,1199877,404,1870206,151,1206635,56,442259,121,4716674,3051,1606045,278,57799,704,3585101,703,1486428,5734,343479265,1868,3676723,468,736987,3735,994013,240,377866,3706,3523872,4564,9309461,176,69004,110,98203,69,131773,2099,700816,2781,695154,5050,12850114,339,7679414,104,1603525,590,5148015,24,1121962,631,21085593,179,1107854.29,55,950402,3,37586,65,564110,164,2011811,164,521756.8,201,4132919,212,3593697,161,337098,131,46977,120,23771.4,901,13923872,832,7920712,476,1168609,912,6966354,269,2021025,644,-4152828,915,-2131803,91,406223,29,311261,83,1198212,328,632608,11,226088,439,28971611,450,29197699,435,18148965,12,-33383,441,10823296,453,10789913,383,1800000.2,129,372065.15,513,181458.71,4130,1292342.3,3399,2960,1794766,322,124920.93,408,124524.26
3949,Taxable,SA,5097,6127,6127,369465010,6125,71282497.64,5749,6960920.56,53,52384.42,5750,7013208.62,6127,75156036.56,308,1073816.41,5447,324548438,5411,75017359.07,1152,2862772,105,1476981,99,920941,309,1436341,194,1607985,82,748175,234,9781413,3475,2389142,347,172232,865,3533748,863,1487328,6127,382847279,1953,3841357,510,644849,3718,958083,218,276698,3943,3647927,4817,9368914,200,76593,93,60440,102,170722,2402,766814,2939,751243,5441,13315687,397,8622690,140,2318526,790,7656790,9,-17670,595,14392769,245,535795.09,42,986247,4,120622,42,200251,239,2700166,239,739843.5,297,5912820,297,4266038,240,645519,204,245251,195,47520.55,845,12527189,792,7810788,476,1309933,860,6821156,235,1270508,630,-4685196,865,-3414688,103,484430,58,281907,94,1412738,381,693274,10,142337,441,33252135,451,33394472,431,19450929,11,84654,443,13707760,453,13792414,408,2306702.17,280,953262,484,183712.78,4093,1261422,4403,3940,2570564,332,164835.6,485,149559.49
3950,Taxable,SA,5098,4768,4768,270041017,4767,49902337.91,4331,4953142.89,35,35891.22,4332,4988925.81,4768,52557018.55,215,708504.49,4303,243845170,4283,54678255.48,978,2281696,78,1295461,85,949470,321,1662405,185,1457860,62,708907,131,4725099,2447,1111217,203,80917,502,2130715,501,905725,4768,279708570,1532,2974535,392,527583,3138,868919,169,219154,3142,2940397,3891,7530588,150,56378,72,32442,47,114240,1776,504373,2397,541003,4265,9660559,310,6970282,108,1876738,488,4126696,7,-25109,345,7095192,104,222198.28,39,759960,5,84963,36,170145,135,1225825,135,252266.77,168,2692064,176,2668277,128,747650,111,105081,96,136687.91,602,8094538,574,5243799,338,903381,619,4349387,138,823226,481,-3225255,619,-2402029,71,399209,30,258629,34,401889,241,475605,6,171690,358,21823262,364,21994952,352,12645900,8,31092,363,9202756,371,9233848,323,1561093.87,159,485785.55,352,105275.88,3469,1082978.98,2717,2456,1481136,195,80272.63,291,81280.86
3951,Taxable,SA,5106,64,64,5066318,64,1210635.72,60,86926.33,0,0,60,86926.33,64,1243851.41,1,3963.13,49,3313847,48,860148,12,8339,2,70362,3,11386,5,34339,2,19958,2,12154,5,139115,30,9313,2,159,7,293943,7,112306,64,5290084,19,48262,4,18383,37,11223,1,344,37,34084,45,112296,0,0,0,0,0,0,13,2794,29,7009,53,222563,1,31174,0,0,2,11693,0,0,15,995386,9,170809.43,0,0,0,0,2,24427,2,112472,2,32720.91,3,225730,2,13678,3,25395,3,25395,4,16356.49,15,263835,15,214630,12,38381,15,123345,1,653,14,-113174,15,-112521,2,2691,1,19,6,94780,4,5684,0,0,4,1085277,4,1085277,4,952534,0,0,4,132743,4,132743,3,25819.45,4,5964.7,6,3419.13,32,10652.33,38,31,18255,7,2836.56,11,4845.32
3952,Taxable,SA,5107,6358,6358,337654344,6358,58705158.1,5734,6085179.9,53,59612.95,5734,6144792.85,6358,61863270.66,240,825697.57,5759,303760793,5723,64241323.2,1292,2621727,97,1072909,91,960973,479,2297202,134,1201685,52,359009,94,3672041,2938,1521985,175,57021,424,1243944,424,518897,6358,351316215,2111,4097859,468,834766,4565,1361806,235,335467,4290,3946404,5256,10576302,119,44466,61,69334,36,44431,2258,707837,3208,600501,5629,13173614,355,8181412,124,2055409,440,2980980,37,1881146,397,14632333,90,217050.18,53,840452,1,5000,54,365408,112,1163500,112,272024.25,137,2744133,140,2208178,83,681250,64,534092,61,12616.97,758,9574553,689,5801418,397,975117,767,4914377,231,1164754,537,-3281113,768,-2116359,70,285344,28,274608,51,547244,288,561030,25,1311441,458,27607710,482,28919151,469,17480965,26,399294,467,10884777,492,11284071,427,1650509.57,109,298164.64,531,180758.9,4946,1558927.4,2819,2456,1266464,261,89218.77,219,60683.44
3953,Taxable,SA,5108,14695,14695,770621988,14694,132052697.55,13247,13860574.48,131,169800.82,13249,14030191.29,14695,139420671.26,476,1590468.58,13569,708759301,13509,149116260.64,3199,7162090,211,2543121,268,2478451,1518,7534656,393,3442285,120,970874,210,6635447,6347,2926637,392,178426,1012,2215341,1007,924952,14695,799582716,4827,9259346,1168,2296883,10831,3152854,538,730300,9932,8632948,12379,24072331,336,110553,150,94532,77,88993,5313,1367352,7498,1388439,13170,28828696,698,16095869,209,3907182,1036,6987888,81,2954593,711,17527441,202,253326.89,158,3306740,14,194553,80,425408,239,3763283,239,961578.58,288,7488790,361,4515697,194,892841,157,465714,137,75510.7,1332,17518035,1235,10564371,728,1586633,1356,9410568,370,2047230,994,-6090767,1365,-4043537,178,836526,46,389620,71,661543,626,1035024,57,4560796,830,49043383,885,53603029,876,31092824,60,1216980,848,20966173,905,22183153,799,3187987.13,237,594304.74,904,310047.89,11623,3638881.38,6252,5517,2983821,608,236581.47,469,115161.58
3954,Taxable,SA,5109,8018,8018,455030415,8018,83869401.06,7375,8385625.35,82,92787.86,7375,8478307.49,8018,88547101.79,294,1063887.12,7214,399098071,7177,88006178.26,1581,4106224,129,1888366,135,1485843,628,2886198,254,2135877,83,903189,219,7825700,3976,2406491,282,134186,822,4506531,820,1862053,8018,472399906,2654,5265617,651,1141970,5427,1491166,242,311177,5287,4833261,6527,13043191,245,78493,118,78597,62,124730,2906,725828,3922,898372,7145,17336668,387,8676595,145,2037736,716,5919728,9,584076,692,22267787,248,773797.06,82,1507773,5,45029,47,252154,215,2281868,215,513348.65,258,4867935,281,4350521,224,552442,172,210066,155,32808.54,1009,13889457,918,8182097,569,1408062,1018,7257712,278,1736877,740,-4695291,1020,-2958414,119,518178,46,340797,106,1567223,391,804524,15,854705,491,36190030,505,37044735,497,20927350,21,335399,501,15617303,518,15952702,461,2804042.51,242,726050.17,517,218643.05,5886,1827699.1,4387,3845,2385198,421,202266.5,472,158343.14
